card_name,set,set_name,modern,usd,eur
Dragonlord Ojutai,dtk,Dragons of Tarkir,legal,5.87,5.26
Dragonlord Silumgar,dtk,Dragons of Tarkir,legal,6.47,4.03
Kolaghan's Command,dtk,Dragons of Tarkir,legal,18.35,19.5
Narset Transcendent,dtk,Dragons of Tarkir,legal,9.45,7.1
Sarkhan Unbroken,dtk,Dragons of Tarkir,legal,8.61,5.66
Secure the Wastes,dtk,Dragons of Tarkir,legal,3.08,3.64
Shaman of Forgotten Ways,dtk,Dragons of Tarkir,legal,3.94,2.95
"Sidisi, Undead Vizier",dtk,Dragons of Tarkir,legal,7.09,4.26
Thunderbreak Regent,dtk,Dragons of Tarkir,legal,3.33,2.42
Arashin Sovereign,pdtk,Dragons of Tarkir Promos,legal,0.39,2.07
Boltwing Marauder,pdtk,Dragons of Tarkir Promos,legal,0.69,2.89
Harbinger of the Hunt,pdtk,Dragons of Tarkir Promos,legal,0.69,2.22
Pristine Skywise,pdtk,Dragons of Tarkir Promos,legal,0.49,2.33
Thunderbreak Regent,pdtk,Dragons of Tarkir Promos,legal,6.99,3.83
"Elspeth, Sun's Champion",ddo,Duel Decks: Elspeth vs. Kiora,legal,6.99,8.61
"Kiora, the Crashing Wave",ddo,Duel Decks: Elspeth vs. Kiora,legal,2.67,2.22
Mother of Runes,ddo,Duel Decks: Elspeth vs. Kiora,not_legal,2.03,2.09
Monastery Mentor,frf,Fate Reforged,legal,9.31,9.16
Soulfire Grand Master,frf,Fate Reforged,legal,1.82,2.27
"Ugin, the Spirit Dragon",frf,Fate Reforged,legal,45.39,38.23
Archfiend of Depravity,pfrf,Fate Reforged Promos,legal,2.49,3.35
Dragonscale General,pfrf,Fate Reforged Promos,legal,0.59,2.16
Soulfire Grand Master,pfrf,Fate Reforged Promos,legal,5.72,4.15
Temur War Shaman,pfrf,Fate Reforged Promos,legal,0.36,2.25
Damnation,j15,Judge Gift Cards 2015,legal,39.59,28.53
Dualcaster Mage,j15,Judge Gift Cards 2015,not_legal,4.67,4.05
Feldon of the Third Path,j15,Judge Gift Cards 2015,not_legal,11.32,6.45
Ravages of War,j15,Judge Gift Cards 2015,not_legal,105.06,91.39
Rishadan Port,j15,Judge Gift Cards 2015,not_legal,113.83,84.09
Shardless Agent,j15,Judge Gift Cards 2015,not_legal,8.86,8.23
Temporal Manipulation,j15,Judge Gift Cards 2015,not_legal,71.02,50.74
Wasteland,j15,Judge Gift Cards 2015,not_legal,81.26,74.34
Angel of the Dire Hour,c14,Commander 2014,not_legal,4.42,3.11
Black Sun's Zenith,c14,Commander 2014,legal,3.99,3.42
Caged Sun,c14,Commander 2014,legal,5.62,3.66
Comeuppance,c14,Commander 2014,not_legal,5.49,2.16
Containment Priest,c14,Commander 2014,not_legal,20.05,21.43
Crypt Ghast,c14,Commander 2014,legal,3.61,2.24
Cyclonic Rift,c14,Commander 2014,legal,16.26,9.98
Elvish Archdruid,c14,Commander 2014,legal,2.09,2.2
"Emeria, the Sky Ruin",c14,Commander 2014,legal,5.86,5.03
"Ezuri, Renegade Leader",c14,Commander 2014,legal,3.95,3.93
"Freyalise, Llanowar's Fury",c14,Commander 2014,not_legal,8.99,7.95
Ghoulcaller Gisa,c14,Commander 2014,not_legal,17.93,12.74
Grand Abolisher,c14,Commander 2014,legal,5.99,3.46
Grave Titan,c14,Commander 2014,legal,12.66,9.33
Jet Medallion,c14,Commander 2014,not_legal,6.46,4.1
Joraga Warcaller,c14,Commander 2014,legal,3.17,2.77
"Nahiri, the Lithomancer",c14,Commander 2014,not_legal,6.84,5.34
Ob Nixilis of the Black Oath,c14,Commander 2014,not_legal,5.61,4.3
Pearl Medallion,c14,Commander 2014,not_legal,4.66,2.67
Priest of Titania,c14,Commander 2014,not_legal,4.15,2.76
Ruby Medallion,c14,Commander 2014,not_legal,5.99,4.75
Sapphire Medallion,c14,Commander 2014,not_legal,8.48,5.32
Solemn Simulacrum,c14,Commander 2014,legal,4.54,2.45
Song of the Dryads,c14,Commander 2014,not_legal,7.99,4.54
Sun Titan,c14,Commander 2014,legal,3.11,2.29
Sylvan Safekeeper,c14,Commander 2014,not_legal,6.8,4.93
"Teferi, Temporal Archmage",c14,Commander 2014,not_legal,17.14,13.13
Thran Dynamo,c14,Commander 2014,not_legal,4.03,2.78
"Titania, Protector of Argoth",c14,Commander 2014,not_legal,19.05,7.72
Wurmcoil Engine,c14,Commander 2014,legal,19.11,12.55
Bloodstained Mire,ktk,Khans of Tarkir,legal,21.28,16.13
Clever Impersonator,ktk,Khans of Tarkir,legal,4.59,2.67
Flooded Strand,ktk,Khans of Tarkir,legal,17.72,13.2
Hardened Scales,ktk,Khans of Tarkir,legal,5.05,2.87
Polluted Delta,ktk,Khans of Tarkir,legal,17.53,14.04
"Sorin, Solemn Visitor",ktk,Khans of Tarkir,legal,4.86,3.87
Windswept Heath,ktk,Khans of Tarkir,legal,11.7,10.22
Wooded Foothills,ktk,Khans of Tarkir,legal,20.79,16.09
Goblin Bombardment,ddn,Duel Decks: Speed vs. Cunning,not_legal,4.18,2.21
"Krenko, Mob Boss",ddn,Duel Decks: Speed vs. Cunning,legal,2.12,2.11
Armageddon,v14,From the Vault: Annihilation,not_legal,4.05,2.97
Cataclysm,v14,From the Vault: Annihilation,not_legal,3.87,3.0
Fracturing Gust,v14,From the Vault: Annihilation,legal,9.2,5.24
Living Death,v14,From the Vault: Annihilation,not_legal,2.99,2.82
Rolling Earthquake,v14,From the Vault: Annihilation,not_legal,7.7,3.92
Smokestack,v14,From the Vault: Annihilation,not_legal,5.99,2.6
Terminus,v14,From the Vault: Annihilation,legal,6.23,4.67
Wrath of God,v14,From the Vault: Annihilation,legal,7.99,4.7
Ajani Steadfast,m15,Magic 2015,legal,10.99,8.25
Chasm Skulker,m15,Magic 2015,legal,3.96,2.7
Chord of Calling,m15,Magic 2015,legal,8.11,8.32
"Garruk, Apex Predator",m15,Magic 2015,legal,11.5,9.02
Goblin Rabblemaster,m15,Magic 2015,legal,3.58,2.9
Liliana Vess,m15,Magic 2015,legal,7.44,4.11
"Nissa, Worldwaker",m15,Magic 2015,legal,4.35,4.3
Obelisk of Urd,m15,Magic 2015,legal,3.39,2.71
"Ob Nixilis, Unshackled",m15,Magic 2015,legal,3.99,2.38
Sliver Hive,m15,Magic 2015,legal,6.1,6.17
Sliver Hivelord,m15,Magic 2015,legal,12.28,8.71
The Chain Veil,m15,Magic 2015,legal,16.99,11.89
"Urborg, Tomb of Yawgmoth",m15,Magic 2015,legal,21.42,14.23
Waste Not,m15,Magic 2015,legal,4.19,3.79
Altar of Dementia,cns,Conspiracy,not_legal,4.99,2.73
Coercive Portal,cns,Conspiracy,not_legal,3.14,3.46
Council's Judgment,cns,Conspiracy,not_legal,16.96,12.36
Dack Fayden,cns,Conspiracy,not_legal,14.97,11.9
Exploration,cns,Conspiracy,not_legal,25.82,15.29
Mirari's Wake,cns,Conspiracy,not_legal,11.1,6.23
"Muzzio, Visionary Architect",cns,Conspiracy,not_legal,3.06,2.2
Pernicious Deed,cns,Conspiracy,not_legal,2.88,2.91
Reflecting Pool,cns,Conspiracy,legal,10.98,7.09
Scourge of the Throne,cns,Conspiracy,not_legal,19.66,14.63
Stifle,cns,Conspiracy,not_legal,3.67,2.94
Vedalken Orrery,cns,Conspiracy,legal,20.08,12.2
City of Brass,md1,Modern Event Deck 2014,legal,6.99,4.71
Dismember,md1,Modern Event Deck 2014,legal,3.57,2.14
"Elspeth, Knight-Errant",md1,Modern Event Deck 2014,legal,12.65,7.25
Inquisition of Kozilek,md1,Modern Event Deck 2014,legal,4.46,4.43
Isolated Chapel,md1,Modern Event Deck 2014,legal,2.9,2.47
Path to Exile,md1,Modern Event Deck 2014,legal,7.27,5.83
Relic of Progenitus,md1,Modern Event Deck 2014,legal,4.29,3.69
Sword of Feast and Famine,md1,Modern Event Deck 2014,legal,34.26,22.85
Vault of the Archangel,md1,Modern Event Deck 2014,legal,2.99,2.92
"Ajani, Mentor of Heroes",jou,Journey into Nyx,legal,11.99,10.15
"Athreos, God of Passage",jou,Journey into Nyx,legal,12.89,10.99
Dictate of Erebos,jou,Journey into Nyx,legal,6.8,4.94
Eidolon of the Great Revel,jou,Journey into Nyx,legal,3.83,5.28
Godsend,jou,Journey into Nyx,legal,6.5,6.23
"Iroas, God of Victory",jou,Journey into Nyx,legal,5.68,3.53
"Keranos, God of Storms",jou,Journey into Nyx,legal,7.06,6.53
"Kruphix, God of Horizons",jou,Journey into Nyx,legal,8.81,4.99
Mana Confluence,jou,Journey into Nyx,legal,8.58,7.61
"Pharika, God of Affliction",jou,Journey into Nyx,legal,1.71,2.01
Sage of Hours,jou,Journey into Nyx,legal,2.25,2.14
Temple of Epiphany,jou,Journey into Nyx,legal,2.08,2.2
Temple of Malady,jou,Journey into Nyx,legal,2.74,2.4
Remand,ddm,Duel Decks: Jace vs. Vraska,legal,6.07,4.39
"Brimaz, King of Oreskos",bng,Born of the Gods,legal,9.2,9.7
Courser of Kruphix,bng,Born of the Gods,legal,3.88,3.3
"Karametra, God of Harvests",bng,Born of the Gods,legal,5.89,4.03
"Kiora, the Crashing Wave",bng,Born of the Gods,legal,2.82,2.57
"Mogis, God of Slaughter",bng,Born of the Gods,legal,5.02,4.46
"Phenax, God of Deception",bng,Born of the Gods,legal,6.35,4.71
Temple of Enlightenment,bng,Born of the Gods,legal,3.42,2.95
Temple of Malice,bng,Born of the Gods,legal,3.53,2.3
"Xenagos, God of Revels",bng,Born of the Gods,legal,9.03,7.36
Force of Will,j14,Judge Gift Cards 2014,not_legal,330.05,255.24
Greater Good,j14,Judge Gift Cards 2014,legal,36.02,23.31
"Hanna, Ship's Navigator",j14,Judge Gift Cards 2014,not_legal,18.82,11.94
"Karador, Ghost Chieftain",j14,Judge Gift Cards 2014,not_legal,19.92,10.97
"Nekusar, the Mindrazer",j14,Judge Gift Cards 2014,not_legal,29.46,14.8
"Oloro, Ageless Ascetic",j14,Judge Gift Cards 2014,not_legal,23.62,13.89
Riku of Two Reflections,j14,Judge Gift Cards 2014,not_legal,23.7,12.77
Sword of Feast and Famine,j14,Judge Gift Cards 2014,legal,86.52,59.48
Avenger of Zendikar,c13,Commander 2013,legal,4.49,3.91
Baleful Strix,c13,Commander 2013,not_legal,3.16,2.47
Boros Charm,c13,Commander 2013,legal,2.16,2.13
Crawlspace,c13,Commander 2013,not_legal,6.78,4.05
Divinity of Pride,c13,Commander 2013,legal,1.99,2.17
Goblin Sharpshooter,c13,Commander 2013,not_legal,3.31,2.47
Homeward Path,c13,Commander 2013,not_legal,5.98,2.88
"Oloro, Ageless Ascetic",c13,Commander 2013,not_legal,4.81,2.06
Ophiomancer,c13,Commander 2013,not_legal,5.79,4.53
Primal Vigor,c13,Commander 2013,not_legal,19.26,10.32
Propaganda,c13,Commander 2013,not_legal,7.99,3.48
Tempt with Discovery,c13,Commander 2013,not_legal,5.71,2.9
Tempt with Vengeance,c13,Commander 2013,not_legal,7.29,3.47
Toxic Deluge,c13,Commander 2013,not_legal,14.49,11.22
True-Name Nemesis,c13,Commander 2013,not_legal,11.33,13.7
Wrath of God,c13,Commander 2013,legal,7.05,3.82
"Ashiok, Nightmare Weaver",ths,Theros,legal,5.97,5.15
"Elspeth, Sun's Champion",ths,Theros,legal,9.92,8.76
"Erebos, God of the Dead",ths,Theros,legal,7.67,5.62
"Heliod, God of the Sun",ths,Theros,legal,4.81,3.05
Master of Waves,ths,Theros,legal,1.83,2.03
"Nykthos, Shrine to Nyx",ths,Theros,legal,9.17,7.25
"Nylea, God of the Hunt",ths,Theros,legal,6.4,4.31
"Purphoros, God of the Forge",ths,Theros,legal,17.6,13.05
Stormbreath Dragon,ths,Theros,legal,5.06,4.74
Sylvan Caryatid,ths,Theros,legal,3.46,2.37
"Thassa, God of the Sea",ths,Theros,legal,12.09,6.48
Thoughtseize,ths,Theros,legal,12.92,13.07
"Xenagos, the Reveler",ths,Theros,legal,3.89,3.47
Sun Titan,ddl,Duel Decks: Heroes vs. Monsters,legal,3.25,2.53
Chainer's Edict,v13,From the Vault: Twenty,not_legal,8.58,4.54
Fyndhorn Elves,v13,From the Vault: Twenty,not_legal,8.33,4.35
Gilded Lotus,v13,From the Vault: Twenty,legal,7.99,4.41
Green Sun's Zenith,v13,From the Vault: Twenty,banned,8.49,5.52
"Jace, the Mind Sculptor",v13,From the Vault: Twenty,legal,76.24,77.73
Kessig Wolf Run,v13,From the Vault: Twenty,legal,4.49,2.7
Swords to Plowshares,v13,From the Vault: Twenty,not_legal,2.94,2.35
Tangle Wire,v13,From the Vault: Twenty,not_legal,4.49,2.59
Thran Dynamo,v13,From the Vault: Twenty,not_legal,5.54,3.63
"Venser, Shaper Savant",v13,From the Vault: Twenty,legal,4.38,3.47
"Ajani, Caller of the Pride",m14,Magic 2014,legal,5.81,4.53
Archangel of Thune,m14,Magic 2014,legal,12.21,11.57
Darksteel Forge,m14,Magic 2014,legal,14.15,6.54
Door of Destinies,m14,Magic 2014,legal,4.97,2.94
Galerider Sliver,m14,Magic 2014,legal,4.88,5.02
"Garruk, Caller of Beasts",m14,Magic 2014,legal,5.97,4.64
"Jace, Memory Adept",m14,Magic 2014,legal,4.77,3.7
Kalonian Hydra,m14,Magic 2014,legal,5.17,4.22
Liliana of the Dark Realms,m14,Magic 2014,legal,8.05,6.58
Mutavault,m14,Magic 2014,legal,9.99,8.65
Primeval Bounty,m14,Magic 2014,legal,4.96,3.48
Rise of the Dark Realms,m14,Magic 2014,legal,12.54,11.43
Scavenging Ooze,m14,Magic 2014,legal,3.1,2.94
Shadowborn Apostle,m14,Magic 2014,legal,3.43,2.47
Strionic Resonator,m14,Magic 2014,legal,2.2,2.03
Academy Ruins,mma,Modern Masters,legal,23.35,14.48
Aether Vial,mma,Modern Masters,legal,34.28,24.67
Angel's Grace,mma,Modern Masters,legal,5.55,3.99
Arcbound Ravager,mma,Modern Masters,legal,43.28,32.38
Blinkmoth Nexus,mma,Modern Masters,legal,5.59,4.56
Blood Moon,mma,Modern Masters,legal,19.69,19.08
Bridge from Below,mma,Modern Masters,legal,21.99,12.72
Chalice of the Void,mma,Modern Masters,legal,44.58,36.97
City of Brass,mma,Modern Masters,legal,8.97,5.94
Cryptic Command,mma,Modern Masters,legal,23.96,20.35
Dark Confidant,mma,Modern Masters,legal,53.77,46.81
Divinity of Pride,mma,Modern Masters,legal,1.99,2.43
Doubling Season,mma,Modern Masters,legal,44.51,25.91
"Elspeth, Knight-Errant",mma,Modern Masters,legal,11.99,8.42
Engineered Explosives,mma,Modern Masters,legal,84.99,53.18
Eternal Witness,mma,Modern Masters,legal,6.92,3.96
Ethersworn Canonist,mma,Modern Masters,legal,8.99,6.8
Extirpate,mma,Modern Masters,legal,5.99,3.16
Gifts Ungiven,mma,Modern Masters,legal,4.99,4.26
Glen Elendra Archmage,mma,Modern Masters,legal,21.99,13.05
Glimmervoid,mma,Modern Masters,legal,11.99,9.23
Grand Arbiter Augustin IV,mma,Modern Masters,legal,8.99,5.14
Greater Gargadon,mma,Modern Masters,legal,3.82,3.12
"Kataki, War's Wage",mma,Modern Masters,legal,4.49,2.36
"Keiga, the Tide Star",mma,Modern Masters,legal,1.99,2.61
"Kiki-Jiki, Mirror Breaker",mma,Modern Masters,legal,8.63,6.92
"Kira, Great Glass-Spinner",mma,Modern Masters,legal,14.5,11.44
Kitchen Finks,mma,Modern Masters,legal,6.49,6.35
Knight of the Reliquary,mma,Modern Masters,legal,3.86,4.29
"Kokusho, the Evening Star",mma,Modern Masters,legal,6.49,6.33
Lava Spike,mma,Modern Masters,legal,4.72,2.97
Life from the Loam,mma,Modern Masters,legal,16.71,12.55
Lotus Bloom,mma,Modern Masters,legal,6.68,6.06
Maelstrom Pulse,mma,Modern Masters,legal,21.67,15.51
Manamorphose,mma,Modern Masters,legal,9.53,7.86
Mind Funeral,mma,Modern Masters,legal,3.99,2.63
"Oona, Queen of the Fae",mma,Modern Masters,legal,4.99,2.34
Pact of Negation,mma,Modern Masters,legal,10.24,8.97
Path to Exile,mma,Modern Masters,legal,6.94,5.85
Progenitus,mma,Modern Masters,legal,6.99,5.41
Relic of Progenitus,mma,Modern Masters,legal,3.48,3.68
Sarkhan Vol,mma,Modern Masters,legal,9.29,7.36
Scion of Oona,mma,Modern Masters,legal,2.91,2.27
Slaughter Pact,mma,Modern Masters,legal,2.85,2.8
Spell Snare,mma,Modern Masters,legal,1.29,2.13
"Squee, Goblin Nabob",mma,Modern Masters,legal,4.38,2.79
Stonehewer Giant,mma,Modern Masters,legal,6.99,4.2
Street Wraith,mma,Modern Masters,legal,1.99,2.72
Summoner's Pact,mma,Modern Masters,legal,5.49,6.79
Sword of Fire and Ice,mma,Modern Masters,legal,58.03,39.53
Sword of Light and Shadow,mma,Modern Masters,legal,30.97,22.81
Tarmogoyf,mma,Modern Masters,legal,63.97,59.03
Tooth and Nail,mma,Modern Masters,legal,16.2,10.9
Vedalken Shackles,mma,Modern Masters,legal,8.63,7.93
Vendilion Clique,mma,Modern Masters,legal,20.09,18.58
Woodfall Primus,mma,Modern Masters,legal,8.49,7.16
"Yosei, the Morning Star",mma,Modern Masters,legal,1.99,2.17
Deadbridge Chant,dgm,Dragon's Maze,legal,2.99,2.06
Master of Cruelties,dgm,Dragon's Maze,legal,7.13,5.39
Ral Zarek,dgm,Dragon's Maze,legal,7.21,4.87
Voice of Resurgence,dgm,Dragon's Maze,legal,10.02,10.71
"Sorin, Lord of Innistrad",ddk,Duel Decks: Sorin vs. Tibalt,legal,6.99,7.3
Wall of Omens,ddk,Duel Decks: Sorin vs. Tibalt,legal,2.4,2.08
"Aurelia, the Warleader",gtc,Gatecrash,legal,5.69,3.76
Breeding Pool,gtc,Gatecrash,legal,11.27,9.11
Crypt Ghast,gtc,Gatecrash,legal,3.41,2.37
Domri Rade,gtc,Gatecrash,legal,3.57,3.07
"Gideon, Champion of Justice",gtc,Gatecrash,legal,2.62,2.23
Godless Shrine,gtc,Gatecrash,legal,9.33,7.57
Hellkite Tyrant,gtc,Gatecrash,legal,6.49,4.34
Illusionist's Bracers,gtc,Gatecrash,legal,2.49,2.23
"Lazav, Dimir Mastermind",gtc,Gatecrash,legal,2.82,2.13
Legion Loyalist,gtc,Gatecrash,legal,7.2,6.32
Lord of the Void,gtc,Gatecrash,legal,4.5,3.9
Sacred Foundry,gtc,Gatecrash,legal,11.71,9.0
Stomping Ground,gtc,Gatecrash,legal,13.53,10.9
Thespian's Stage,gtc,Gatecrash,legal,3.45,3.49
Watery Grave,gtc,Gatecrash,legal,14.26,8.6
Bribery,j13,Judge Gift Cards 2013,legal,32.3,22.38
Crucible of Worlds,j13,Judge Gift Cards 2013,legal,97.67,64.86
Genesis,j13,Judge Gift Cards 2013,not_legal,7.77,6.29
Imperial Recruiter,j13,Judge Gift Cards 2013,not_legal,102.99,70.29
Overwhelming Forces,j13,Judge Gift Cards 2013,not_legal,13.37,11.29
Show and Tell,j13,Judge Gift Cards 2013,not_legal,39.36,29.56
Swords to Plowshares,j13,Judge Gift Cards 2013,not_legal,38.05,25.57
Vindicate,j13,Judge Gift Cards 2013,not_legal,10.55,10.64
Chaos Warp,cm1,Commander's Arsenal,not_legal,12.27,6.75
Command Tower,cm1,Commander's Arsenal,not_legal,65.7,35.55
Decree of Pain,cm1,Commander's Arsenal,not_legal,4.49,3.87
Desertion,cm1,Commander's Arsenal,not_legal,3.49,2.7
"Diaochan, Artful Beauty",cm1,Commander's Arsenal,not_legal,6.99,4.37
Duplicant,cm1,Commander's Arsenal,legal,3.89,3.11
"Edric, Spymaster of Trest",cm1,Commander's Arsenal,not_legal,4.6,3.47
Kaalia of the Vast,cm1,Commander's Arsenal,not_legal,19.99,16.0
Loyal Retainers,cm1,Commander's Arsenal,not_legal,19.08,18.2
Maelstrom Wanderer,cm1,Commander's Arsenal,not_legal,13.06,11.64
Mind's Eye,cm1,Commander's Arsenal,legal,13.99,8.36
Mirari's Wake,cm1,Commander's Arsenal,not_legal,16.34,10.11
Rhystic Study,cm1,Commander's Arsenal,not_legal,39.89,29.29
Scroll Rack,cm1,Commander's Arsenal,not_legal,52.94,30.24
Sylvan Library,cm1,Commander's Arsenal,not_legal,35.23,24.77
The Mimeoplasm,cm1,Commander's Arsenal,not_legal,9.99,6.72
Vela the Night-Clad,cm1,Commander's Arsenal,not_legal,4.99,3.69
Abrupt Decay,rtr,Return to Ravnica,legal,3.55,3.49
Blood Crypt,rtr,Return to Ravnica,legal,9.78,7.77
Chromatic Lantern,rtr,Return to Ravnica,legal,8.99,4.53
Cyclonic Rift,rtr,Return to Ravnica,legal,14.15,9.33
Deathrite Shaman,rtr,Return to Ravnica,banned,3.17,2.67
Dreadbore,rtr,Return to Ravnica,legal,2.79,2.45
Hallowed Fountain,rtr,Return to Ravnica,legal,7.31,6.3
"Jace, Architect of Thought",rtr,Return to Ravnica,legal,2.18,2.08
Overgrown Tomb,rtr,Return to Ravnica,legal,8.65,5.98
"Rakdos, Lord of Riots",rtr,Return to Ravnica,legal,2.49,2.14
Rest in Peace,rtr,Return to Ravnica,legal,5.44,5.51
Sphinx's Revelation,rtr,Return to Ravnica,legal,3.17,2.82
Steam Vents,rtr,Return to Ravnica,legal,13.5,8.04
Supreme Verdict,rtr,Return to Ravnica,legal,4.25,3.61
Temple Garden,rtr,Return to Ravnica,legal,8.19,6.27
"Trostani, Selesnya's Voice",rtr,Return to Ravnica,legal,3.18,2.58
Vraska the Unseen,rtr,Return to Ravnica,legal,3.19,2.97
Worldspine Wurm,rtr,Return to Ravnica,legal,5.95,4.91
Eternal Witness,ddj,Duel Decks: Izzet vs. Golgari,legal,6.52,3.65
Golgari Thug,ddj,Duel Decks: Izzet vs. Golgari,legal,4.33,3.37
Life from the Loam,ddj,Duel Decks: Izzet vs. Golgari,legal,16.06,12.01
Sadistic Hypnotist,ddj,Duel Decks: Izzet vs. Golgari,not_legal,2.79,2.57
Ancient Tomb,v12,From the Vault: Realms,not_legal,47.99,33.08
"Boseiju, Who Shelters All",v12,From the Vault: Realms,legal,17.5,9.26
Dryad Arbor,v12,From the Vault: Realms,legal,24.02,13.2
Forbidden Orchard,v12,From the Vault: Realms,legal,6.99,3.35
Glacial Chasm,v12,From the Vault: Realms,not_legal,8.93,5.12
Grove of the Burnwillows,v12,From the Vault: Realms,legal,19.82,16.38
Maze of Ith,v12,From the Vault: Realms,not_legal,16.86,9.45
"Urborg, Tomb of Yawgmoth",v12,From the Vault: Realms,legal,28.32,16.55
Vesuva,v12,From the Vault: Realms,legal,17.83,9.01
"Ajani, Caller of the Pride",m13,Magic 2013,legal,5.19,4.45
Akroma's Memorial,m13,Magic 2013,legal,20.31,7.61
Boundless Realms,m13,Magic 2013,legal,3.65,3.25
"Chandra, the Firebrand",m13,Magic 2013,legal,2.29,2.13
Dragonskull Summit,m13,Magic 2013,legal,3.25,2.11
Drowned Catacomb,m13,Magic 2013,legal,4.49,3.03
"Garruk, Primal Hunter",m13,Magic 2013,legal,5.93,5.16
Glacial Fortress,m13,Magic 2013,legal,4.72,2.67
"Jace, Memory Adept",m13,Magic 2013,legal,5.06,3.88
"Krenko, Mob Boss",m13,Magic 2013,legal,2.42,2.41
Liliana of the Dark Realms,m13,Magic 2013,legal,8.6,7.08
Master of the Pearl Trident,m13,Magic 2013,legal,3.88,4.63
"Nicol Bolas, Planeswalker",m13,Magic 2013,legal,4.78,3.66
Omniscience,m13,Magic 2013,legal,7.99,6.16
Primordial Hydra,m13,Magic 2013,legal,6.83,5.42
Rhox Faithmender,m13,Magic 2013,legal,4.77,3.5
Slumbering Dragon,m13,Magic 2013,legal,1.99,2.53
Sublime Archangel,m13,Magic 2013,legal,7.54,6.04
Thundermaw Hellkite,m13,Magic 2013,legal,3.78,4.16
Vampire Nocturnus,m13,Magic 2013,legal,7.41,5.47
Awakening Zone,pc2,Planechase 2012,legal,2.96,2.74
Baleful Strix,pc2,Planechase 2012,not_legal,3.24,3.11
Bloodbraid Elf,pc2,Planechase 2012,legal,5.99,4.59
Ghostly Prison,pc2,Planechase 2012,legal,4.36,2.52
"Ink-Eyes, Servant of Oni",pc2,Planechase 2012,legal,5.9,2.18
Kor Spiritdancer,pc2,Planechase 2012,legal,3.49,3.76
Maelstrom Wanderer,pc2,Planechase 2012,not_legal,6.89,5.38
Shardless Agent,pc2,Planechase 2012,not_legal,1.32,2.15
Silent-Blade Oni,pc2,Planechase 2012,not_legal,3.49,2.53
Alchemist's Refuge,avr,Avacyn Restored,legal,2.75,2.06
Angel of Jubilation,avr,Avacyn Restored,legal,3.71,2.78
"Avacyn, Angel of Hope",avr,Avacyn Restored,legal,19.59,12.57
Bonfire of the Damned,avr,Avacyn Restored,legal,2.99,2.73
Cavern of Souls,avr,Avacyn Restored,legal,71.85,66.67
Descendants' Path,avr,Avacyn Restored,legal,3.49,3.17
Entreat the Angels,avr,Avacyn Restored,legal,2.99,3.26
Exquisite Blood,avr,Avacyn Restored,legal,17.09,11.39
"Gisela, Blade of Goldnight",avr,Avacyn Restored,legal,4.2,3.99
Griselbrand,avr,Avacyn Restored,legal,8.93,8.46
Reforge the Soul,avr,Avacyn Restored,legal,3.99,2.62
Restoration Angel,avr,Avacyn Restored,legal,2.48,2.32
"Sigarda, Host of Herons",avr,Avacyn Restored,legal,16.44,12.29
Somberwald Sage,avr,Avacyn Restored,legal,2.85,2.25
"Tamiyo, the Moon Sage",avr,Avacyn Restored,legal,19.37,13.68
Temporal Mastery,avr,Avacyn Restored,legal,11.87,9.36
Terminus,avr,Avacyn Restored,legal,3.42,3.1
Vexing Devil,avr,Avacyn Restored,legal,7.13,7.08
Anger,ddi,Duel Decks: Venser vs. Koth,not_legal,3.99,2.3
Koth of the Hammer,ddi,Duel Decks: Venser vs. Koth,legal,6.75,6.55
Path to Exile,ddi,Duel Decks: Venser vs. Koth,legal,7.82,5.63
Preordain,ddi,Duel Decks: Venser vs. Koth,banned,3.82,2.95
"Venser, the Sojourner",ddi,Duel Decks: Venser vs. Koth,legal,8.99,8.58
Drogskol Captain,dka,Dark Ascension,legal,2.49,2.52
Drogskol Reaver,dka,Dark Ascension,legal,3.93,3.31
Geralf's Messenger,dka,Dark Ascension,legal,5.09,4.76
Grafdigger's Cage,dka,Dark Ascension,legal,5.29,4.89
Gravecrawler,dka,Dark Ascension,legal,8.42,5.3
"Mikaeus, the Unhallowed",dka,Dark Ascension,legal,27.14,20.13
"Sorin, Lord of Innistrad",dka,Dark Ascension,legal,8.51,7.7
"Thalia, Guardian of Thraben",dka,Dark Ascension,legal,9.53,10.53
Vault of the Archangel,dka,Dark Ascension,legal,2.86,2.39
Command Tower,j12,Judge Gift Cards 2012,not_legal,79.31,48.17
Flusterstorm,j12,Judge Gift Cards 2012,not_legal,92.04,59.4
Karakas,j12,Judge Gift Cards 2012,not_legal,79.81,62.64
Karmic Guide,j12,Judge Gift Cards 2012,not_legal,14.71,10.97
Noble Hierarch,j12,Judge Gift Cards 2012,legal,182.95,143.45
Sneak Attack,j12,Judge Gift Cards 2012,not_legal,34.8,24.72
Sword of Light and Shadow,j12,Judge Gift Cards 2012,legal,46.03,29.41
"Xiahou Dun, the One-Eyed",j12,Judge Gift Cards 2012,not_legal,60.6,30.43
Balefire Dragon,isd,Innistrad,legal,14.09,11.0
Bloodline Keeper // Lord of Lineage,isd,Innistrad,legal,7.93,5.87
Champion of the Parish,isd,Innistrad,legal,4.51,4.04
Clifftop Retreat,isd,Innistrad,legal,2.07,2.46
Endless Ranks of the Dead,isd,Innistrad,legal,5.42,3.34
"Garruk Relentless // Garruk, the Veil-Cursed",isd,Innistrad,legal,4.04,3.01
Gavony Township,isd,Innistrad,legal,4.78,4.35
Geist of Saint Traft,isd,Innistrad,legal,10.74,8.35
