card_name,set,set_name,modern,usd,eur
Archfiend of Depravity,pfrf,Fate Reforged Promos,legal,2.49,3.62
Dragonscale General,pfrf,Fate Reforged Promos,legal,0.59,2.16
Soulfire Grand Master,pfrf,Fate Reforged Promos,legal,5.72,4.15
Temur War Shaman,pfrf,Fate Reforged Promos,legal,0.36,2.25
Damnation,j15,Judge Gift Cards 2015,legal,39.59,28.53
Dualcaster Mage,j15,Judge Gift Cards 2015,not_legal,4.67,4.05
Feldon of the Third Path,j15,Judge Gift Cards 2015,not_legal,11.32,6.45
Ravages of War,j15,Judge Gift Cards 2015,not_legal,105.06,91.39
Rishadan Port,j15,Judge Gift Cards 2015,not_legal,113.83,84.09
Shardless Agent,j15,Judge Gift Cards 2015,not_legal,8.86,8.23
Temporal Manipulation,j15,Judge Gift Cards 2015,not_legal,71.02,50.74
Wasteland,j15,Judge Gift Cards 2015,not_legal,81.26,75.29
Angel of the Dire Hour,c14,Commander 2014,not_legal,4.42,3.11
Black Sun's Zenith,c14,Commander 2014,legal,3.99,3.37
Caged Sun,c14,Commander 2014,legal,5.64,3.66
Comeuppance,c14,Commander 2014,not_legal,5.49,2.15
Containment Priest,c14,Commander 2014,not_legal,20.05,21.37
Crypt Ghast,c14,Commander 2014,legal,3.61,2.22
Cyclonic Rift,c14,Commander 2014,legal,16.26,9.69
Elvish Archdruid,c14,Commander 2014,legal,2.09,2.20
"Emeria, the Sky Ruin",c14,Commander 2014,legal,5.86,5.02
"Ezuri, Renegade Leader",c14,Commander 2014,legal,3.90,3.88
"Freyalise, Llanowar's Fury",c14,Commander 2014,not_legal,8.99,7.97
Ghoulcaller Gisa,c14,Commander 2014,not_legal,17.93,12.74
Grand Abolisher,c14,Commander 2014,legal,5.99,3.47
Grave Titan,c14,Commander 2014,legal,12.68,9.39
Jet Medallion,c14,Commander 2014,not_legal,6.46,4.10
Joraga Warcaller,c14,Commander 2014,legal,3.17,2.77
"Nahiri, the Lithomancer",c14,Commander 2014,not_legal,6.89,5.34
Ob Nixilis of the Black Oath,c14,Commander 2014,not_legal,5.62,4.35
Pearl Medallion,c14,Commander 2014,not_legal,4.64,2.68
Priest of Titania,c14,Commander 2014,not_legal,4.15,2.74
Ruby Medallion,c14,Commander 2014,not_legal,5.99,4.80
Sapphire Medallion,c14,Commander 2014,not_legal,8.42,5.27
Solemn Simulacrum,c14,Commander 2014,legal,4.54,2.41
Song of the Dryads,c14,Commander 2014,not_legal,7.99,4.55
Sun Titan,c14,Commander 2014,legal,3.07,2.29
Sylvan Safekeeper,c14,Commander 2014,not_legal,6.77,4.93
"Teferi, Temporal Archmage",c14,Commander 2014,not_legal,17.06,13.10
Thran Dynamo,c14,Commander 2014,not_legal,4.04,2.86
"Titania, Protector of Argoth",c14,Commander 2014,not_legal,19.05,7.68
Wurmcoil Engine,c14,Commander 2014,legal,19.46,12.55
Bloodstained Mire,ktk,Khans of Tarkir,legal,21.73,16.10
Clever Impersonator,ktk,Khans of Tarkir,legal,4.69,2.65
Flooded Strand,ktk,Khans of Tarkir,legal,17.83,13.18
Hardened Scales,ktk,Khans of Tarkir,legal,5.14,2.86
Polluted Delta,ktk,Khans of Tarkir,legal,17.70,14.03
"Sorin, Solemn Visitor",ktk,Khans of Tarkir,legal,4.90,3.87
Windswept Heath,ktk,Khans of Tarkir,legal,12.52,10.21
Wooded Foothills,ktk,Khans of Tarkir,legal,20.71,16.06
Goblin Bombardment,ddn,Duel Decks: Speed vs. Cunning,not_legal,4.18,2.34
"Krenko, Mob Boss",ddn,Duel Decks: Speed vs. Cunning,legal,2.12,2.11
Armageddon,v14,From the Vault: Annihilation,not_legal,4.05,3.15
Cataclysm,v14,From the Vault: Annihilation,not_legal,3.87,3.18
Fracturing Gust,v14,From the Vault: Annihilation,legal,9.32,5.22
Living Death,v14,From the Vault: Annihilation,not_legal,2.99,2.82
Rolling Earthquake,v14,From the Vault: Annihilation,not_legal,7.71,3.97
Smokestack,v14,From the Vault: Annihilation,not_legal,5.99,2.85
Terminus,v14,From the Vault: Annihilation,legal,6.25,4.72
Wrath of God,v14,From the Vault: Annihilation,legal,7.99,4.73
Ajani Steadfast,m15,Magic 2015,legal,10.99,8.25
Chasm Skulker,m15,Magic 2015,legal,3.96,2.72
Chord of Calling,m15,Magic 2015,legal,8.13,8.25
"Garruk, Apex Predator",m15,Magic 2015,legal,11.26,9.08
Goblin Rabblemaster,m15,Magic 2015,legal,3.58,2.87
"Jace, the Living Guildpact",m15,Magic 2015,legal,2.13,2.05
Liliana Vess,m15,Magic 2015,legal,7.49,4.22
"Nissa, Worldwaker",m15,Magic 2015,legal,4.35,4.31
Obelisk of Urd,m15,Magic 2015,legal,3.41,2.72
"Ob Nixilis, Unshackled",m15,Magic 2015,legal,4.41,2.34
Sliver Hive,m15,Magic 2015,legal,6.03,6.15
Sliver Hivelord,m15,Magic 2015,legal,12.38,8.75
The Chain Veil,m15,Magic 2015,legal,17.38,12.07
"Urborg, Tomb of Yawgmoth",m15,Magic 2015,legal,21.42,14.22
Waste Not,m15,Magic 2015,legal,4.20,3.80
Altar of Dementia,cns,Conspiracy,not_legal,4.99,2.89
Coercive Portal,cns,Conspiracy,not_legal,3.14,3.37
Council's Judgment,cns,Conspiracy,not_legal,16.80,12.36
Dack Fayden,cns,Conspiracy,not_legal,14.95,11.98
Exploration,cns,Conspiracy,not_legal,25.62,15.15
Mirari's Wake,cns,Conspiracy,not_legal,11.10,6.23
"Muzzio, Visionary Architect",cns,Conspiracy,not_legal,3.06,2.20
Pernicious Deed,cns,Conspiracy,not_legal,2.88,2.99
Reflecting Pool,cns,Conspiracy,legal,10.82,7.10
Scourge of the Throne,cns,Conspiracy,not_legal,19.76,14.72
Stifle,cns,Conspiracy,not_legal,3.61,2.86
Vedalken Orrery,cns,Conspiracy,legal,20.02,12.14
City of Brass,md1,Modern Event Deck 2014,legal,6.99,4.74
Dismember,md1,Modern Event Deck 2014,legal,3.54,2.14
"Elspeth, Knight-Errant",md1,Modern Event Deck 2014,legal,12.65,7.33
Inquisition of Kozilek,md1,Modern Event Deck 2014,legal,4.46,4.44
Isolated Chapel,md1,Modern Event Deck 2014,legal,2.94,2.46
Path to Exile,md1,Modern Event Deck 2014,legal,7.29,5.72
Relic of Progenitus,md1,Modern Event Deck 2014,legal,4.30,3.68
Sword of Feast and Famine,md1,Modern Event Deck 2014,legal,34.18,22.85
Vault of the Archangel,md1,Modern Event Deck 2014,legal,2.99,2.89
"Ajani, Mentor of Heroes",jou,Journey into Nyx,legal,12.69,10.09
"Athreos, God of Passage",jou,Journey into Nyx,legal,12.88,10.99
Dictate of Erebos,jou,Journey into Nyx,legal,6.69,4.91
Eidolon of the Great Revel,jou,Journey into Nyx,legal,3.85,5.30
Godsend,jou,Journey into Nyx,legal,6.65,6.24
"Iroas, God of Victory",jou,Journey into Nyx,legal,5.73,3.51
"Keranos, God of Storms",jou,Journey into Nyx,legal,6.73,6.95
"Kruphix, God of Horizons",jou,Journey into Nyx,legal,8.67,4.79
Mana Confluence,jou,Journey into Nyx,legal,8.66,7.52
Sage of Hours,jou,Journey into Nyx,legal,2.25,2.11
Temple of Epiphany,jou,Journey into Nyx,legal,2.14,2.17
Temple of Malady,jou,Journey into Nyx,legal,2.76,2.26
Remand,ddm,Duel Decks: Jace vs. Vraska,legal,6.06,4.41
"Brimaz, King of Oreskos",bng,Born of the Gods,legal,9.20,9.64
Courser of Kruphix,bng,Born of the Gods,legal,3.88,3.21
"Karametra, God of Harvests",bng,Born of the Gods,legal,5.70,4.01
"Kiora, the Crashing Wave",bng,Born of the Gods,legal,2.81,2.61
"Mogis, God of Slaughter",bng,Born of the Gods,legal,4.94,4.44
"Phenax, God of Deception",bng,Born of the Gods,legal,6.32,4.71
Temple of Enlightenment,bng,Born of the Gods,legal,3.44,2.93
Temple of Malice,bng,Born of the Gods,legal,3.54,2.28
"Xenagos, God of Revels",bng,Born of the Gods,legal,9.26,7.36
Force of Will,j14,Judge Gift Cards 2014,not_legal,335.31,255.24
Greater Good,j14,Judge Gift Cards 2014,legal,36.02,23.31
"Hanna, Ship's Navigator",j14,Judge Gift Cards 2014,not_legal,18.82,11.94
"Karador, Ghost Chieftain",j14,Judge Gift Cards 2014,not_legal,19.96,10.97
"Nekusar, the Mindrazer",j14,Judge Gift Cards 2014,not_legal,29.46,14.80
"Oloro, Ageless Ascetic",j14,Judge Gift Cards 2014,not_legal,23.62,13.89
Riku of Two Reflections,j14,Judge Gift Cards 2014,not_legal,23.50,12.77
Sword of Feast and Famine,j14,Judge Gift Cards 2014,legal,86.52,57.98
Avenger of Zendikar,c13,Commander 2013,legal,4.49,3.86
Baleful Strix,c13,Commander 2013,not_legal,3.16,2.53
Boros Charm,c13,Commander 2013,legal,2.23,2.13
Crawlspace,c13,Commander 2013,not_legal,6.78,4.01
Divinity of Pride,c13,Commander 2013,legal,1.99,2.19
Goblin Sharpshooter,c13,Commander 2013,not_legal,3.26,2.47
Homeward Path,c13,Commander 2013,not_legal,5.91,2.86
Ophiomancer,c13,Commander 2013,not_legal,5.88,4.51
Primal Vigor,c13,Commander 2013,not_legal,19.25,10.32
Propaganda,c13,Commander 2013,not_legal,7.99,3.53
Tempt with Discovery,c13,Commander 2013,not_legal,5.67,2.86
Tempt with Vengeance,c13,Commander 2013,not_legal,7.29,3.47
Toxic Deluge,c13,Commander 2013,not_legal,14.49,11.16
True-Name Nemesis,c13,Commander 2013,not_legal,11.56,13.70
Wrath of God,c13,Commander 2013,legal,7.05,3.82
"Ashiok, Nightmare Weaver",ths,Theros,legal,5.97,5.18
"Elspeth, Sun's Champion",ths,Theros,legal,9.91,8.76
"Erebos, God of the Dead",ths,Theros,legal,7.50,5.22
"Heliod, God of the Sun",ths,Theros,legal,4.79,3.00
Master of Waves,ths,Theros,legal,1.82,2.13
"Nykthos, Shrine to Nyx",ths,Theros,legal,9.15,6.89
"Nylea, God of the Hunt",ths,Theros,legal,6.37,4.24
"Purphoros, God of the Forge",ths,Theros,legal,17.66,13.13
Stormbreath Dragon,ths,Theros,legal,5.06,4.74
Sylvan Caryatid,ths,Theros,legal,3.44,2.37
"Thassa, God of the Sea",ths,Theros,legal,12.13,6.42
Thoughtseize,ths,Theros,legal,13.01,13.06
"Xenagos, the Reveler",ths,Theros,legal,3.98,3.47
Sun Titan,ddl,Duel Decks: Heroes vs. Monsters,legal,3.25,2.57
Chainer's Edict,v13,From the Vault: Twenty,not_legal,8.58,4.75
Fyndhorn Elves,v13,From the Vault: Twenty,not_legal,8.33,4.42
Gilded Lotus,v13,From the Vault: Twenty,legal,8.99,4.36
Green Sun's Zenith,v13,From the Vault: Twenty,banned,8.49,5.58
"Jace, the Mind Sculptor",v13,From the Vault: Twenty,legal,76.24,77.63
Kessig Wolf Run,v13,From the Vault: Twenty,legal,4.49,2.68
Swords to Plowshares,v13,From the Vault: Twenty,not_legal,2.94,2.35
Tangle Wire,v13,From the Vault: Twenty,not_legal,4.49,2.76
Thran Dynamo,v13,From the Vault: Twenty,not_legal,5.54,3.56
"Venser, Shaper Savant",v13,From the Vault: Twenty,legal,4.41,3.47
"Ajani, Caller of the Pride",m14,Magic 2014,legal,5.49,4.53
Archangel of Thune,m14,Magic 2014,legal,12.21,11.53
Darksteel Forge,m14,Magic 2014,legal,14.30,6.36
Door of Destinies,m14,Magic 2014,legal,4.97,2.95
Galerider Sliver,m14,Magic 2014,legal,4.88,5.06
"Garruk, Caller of Beasts",m14,Magic 2014,legal,5.99,4.63
"Jace, Memory Adept",m14,Magic 2014,legal,4.83,3.70
Kalonian Hydra,m14,Magic 2014,legal,5.20,4.38
Liliana of the Dark Realms,m14,Magic 2014,legal,8.05,6.58
Mutavault,m14,Magic 2014,legal,9.99,8.62
Primeval Bounty,m14,Magic 2014,legal,4.95,3.50
Rise of the Dark Realms,m14,Magic 2014,legal,12.54,11.39
Scavenging Ooze,m14,Magic 2014,legal,3.10,2.95
Shadowborn Apostle,m14,Magic 2014,legal,3.60,2.42
Strionic Resonator,m14,Magic 2014,legal,2.20,2.07
Academy Ruins,mma,Modern Masters,legal,23.21,14.46
Aether Vial,mma,Modern Masters,legal,34.28,24.67
Angel's Grace,mma,Modern Masters,legal,5.55,3.99
Arcbound Ravager,mma,Modern Masters,legal,43.28,32.38
Blinkmoth Nexus,mma,Modern Masters,legal,5.59,4.56
Blood Moon,mma,Modern Masters,legal,19.69,19.09
Bridge from Below,mma,Modern Masters,legal,22.99,12.72
Chalice of the Void,mma,Modern Masters,legal,44.62,36.76
City of Brass,mma,Modern Masters,legal,8.97,5.96
Cryptic Command,mma,Modern Masters,legal,23.96,20.35
Dark Confidant,mma,Modern Masters,legal,53.77,46.81
Divinity of Pride,mma,Modern Masters,legal,1.99,2.43
Doubling Season,mma,Modern Masters,legal,44.51,25.97
"Elspeth, Knight-Errant",mma,Modern Masters,legal,11.99,8.52
Engineered Explosives,mma,Modern Masters,legal,84.99,53.27
Eternal Witness,mma,Modern Masters,legal,6.72,3.97
Ethersworn Canonist,mma,Modern Masters,legal,8.99,6.87
Extirpate,mma,Modern Masters,legal,5.99,3.21
Gifts Ungiven,mma,Modern Masters,legal,4.99,4.26
Glen Elendra Archmage,mma,Modern Masters,legal,21.99,12.86
Glimmervoid,mma,Modern Masters,legal,11.99,9.23
Grand Arbiter Augustin IV,mma,Modern Masters,legal,8.99,5.17
Greater Gargadon,mma,Modern Masters,legal,3.82,3.12
"Kataki, War's Wage",mma,Modern Masters,legal,4.49,2.31
"Keiga, the Tide Star",mma,Modern Masters,legal,1.99,2.61
"Kiki-Jiki, Mirror Breaker",mma,Modern Masters,legal,8.63,6.96
"Kira, Great Glass-Spinner",mma,Modern Masters,legal,14.49,11.47
Kitchen Finks,mma,Modern Masters,legal,6.99,6.22
Knight of the Reliquary,mma,Modern Masters,legal,3.95,4.15
"Kokusho, the Evening Star",mma,Modern Masters,legal,6.99,6.33
Lava Spike,mma,Modern Masters,legal,4.70,2.95
Life from the Loam,mma,Modern Masters,legal,16.78,12.52
Lotus Bloom,mma,Modern Masters,legal,6.68,5.94
Maelstrom Pulse,mma,Modern Masters,legal,21.58,15.52
Manamorphose,mma,Modern Masters,legal,9.52,7.86
Mind Funeral,mma,Modern Masters,legal,3.99,2.65
"Oona, Queen of the Fae",mma,Modern Masters,legal,4.99,2.37
Pact of Negation,mma,Modern Masters,legal,10.24,8.95
Path to Exile,mma,Modern Masters,legal,6.94,5.85
Progenitus,mma,Modern Masters,legal,6.99,5.41
Relic of Progenitus,mma,Modern Masters,legal,3.59,3.76
Sarkhan Vol,mma,Modern Masters,legal,9.29,7.44
Scion of Oona,mma,Modern Masters,legal,2.91,2.25
Slaughter Pact,mma,Modern Masters,legal,2.85,2.80
Spell Snare,mma,Modern Masters,legal,1.29,2.14
"Squee, Goblin Nabob",mma,Modern Masters,legal,4.28,2.73
Stonehewer Giant,mma,Modern Masters,legal,6.99,4.20
Street Wraith,mma,Modern Masters,legal,1.99,2.73
Summoner's Pact,mma,Modern Masters,legal,5.49,6.79
Sword of Fire and Ice,mma,Modern Masters,legal,57.91,39.53
Sword of Light and Shadow,mma,Modern Masters,legal,30.97,22.81
Tarmogoyf,mma,Modern Masters,legal,64.48,59.11
Tooth and Nail,mma,Modern Masters,legal,16.50,10.91
Vedalken Shackles,mma,Modern Masters,legal,8.63,7.96
Vendilion Clique,mma,Modern Masters,legal,19.99,18.60
Woodfall Primus,mma,Modern Masters,legal,8.49,7.16
"Yosei, the Morning Star",mma,Modern Masters,legal,1.99,2.17
Deadbridge Chant,dgm,Dragon's Maze,legal,2.99,2.09
Master of Cruelties,dgm,Dragon's Maze,legal,7.13,5.48
Ral Zarek,dgm,Dragon's Maze,legal,7.28,4.77
Voice of Resurgence,dgm,Dragon's Maze,legal,10.07,10.75
"Sorin, Lord of Innistrad",ddk,Duel Decks: Sorin vs. Tibalt,legal,6.99,7.31
Wall of Omens,ddk,Duel Decks: Sorin vs. Tibalt,legal,2.40,2.11
"Aurelia, the Warleader",gtc,Gatecrash,legal,5.69,3.76
Breeding Pool,gtc,Gatecrash,legal,11.21,9.07
Crypt Ghast,gtc,Gatecrash,legal,3.41,2.38
Domri Rade,gtc,Gatecrash,legal,3.57,3.05
"Gideon, Champion of Justice",gtc,Gatecrash,legal,2.62,2.23
Godless Shrine,gtc,Gatecrash,legal,9.49,7.63
Hellkite Tyrant,gtc,Gatecrash,legal,6.49,4.38
Illusionist's Bracers,gtc,Gatecrash,legal,2.49,2.18
"Lazav, Dimir Mastermind",gtc,Gatecrash,legal,2.79,2.10
Legion Loyalist,gtc,Gatecrash,legal,7.20,6.45
Lord of the Void,gtc,Gatecrash,legal,4.40,3.94
Sacred Foundry,gtc,Gatecrash,legal,11.74,9.09
Stomping Ground,gtc,Gatecrash,legal,13.65,10.28
Thespian's Stage,gtc,Gatecrash,legal,3.49,3.49
Watery Grave,gtc,Gatecrash,legal,14.25,8.47
Bribery,j13,Judge Gift Cards 2013,legal,32.30,22.38
Crucible of Worlds,j13,Judge Gift Cards 2013,legal,97.67,64.69
Genesis,j13,Judge Gift Cards 2013,not_legal,7.77,6.23
Imperial Recruiter,j13,Judge Gift Cards 2013,not_legal,102.99,70.29
Overwhelming Forces,j13,Judge Gift Cards 2013,not_legal,13.37,11.29
Show and Tell,j13,Judge Gift Cards 2013,not_legal,39.36,29.48
Swords to Plowshares,j13,Judge Gift Cards 2013,not_legal,38.05,25.57
Vindicate,j13,Judge Gift Cards 2013,not_legal,10.55,10.47
Chaos Warp,cm1,Commander's Arsenal,not_legal,12.27,6.75
Command Tower,cm1,Commander's Arsenal,not_legal,65.45,34.03
Decree of Pain,cm1,Commander's Arsenal,not_legal,4.49,3.87
Desertion,cm1,Commander's Arsenal,not_legal,3.49,2.70
"Diaochan, Artful Beauty",cm1,Commander's Arsenal,not_legal,6.99,4.37
Duplicant,cm1,Commander's Arsenal,legal,3.89,3.11
"Edric, Spymaster of Trest",cm1,Commander's Arsenal,not_legal,4.60,3.47
Kaalia of the Vast,cm1,Commander's Arsenal,not_legal,19.99,16.00
Loyal Retainers,cm1,Commander's Arsenal,not_legal,19.08,18.62
Maelstrom Wanderer,cm1,Commander's Arsenal,not_legal,13.06,11.64
Mind's Eye,cm1,Commander's Arsenal,legal,13.99,9.04
Mirari's Wake,cm1,Commander's Arsenal,not_legal,16.37,10.11
Rhystic Study,cm1,Commander's Arsenal,not_legal,39.89,28.14
Scroll Rack,cm1,Commander's Arsenal,not_legal,52.94,30.24
Sylvan Library,cm1,Commander's Arsenal,not_legal,35.23,24.77
The Mimeoplasm,cm1,Commander's Arsenal,not_legal,9.99,7.15
Vela the Night-Clad,cm1,Commander's Arsenal,not_legal,4.99,3.69
Abrupt Decay,rtr,Return to Ravnica,legal,3.60,3.43
Blood Crypt,rtr,Return to Ravnica,legal,9.79,7.76
Chromatic Lantern,rtr,Return to Ravnica,legal,9.99,4.83
Cyclonic Rift,rtr,Return to Ravnica,legal,14.39,9.28
Deathrite Shaman,rtr,Return to Ravnica,banned,3.21,2.67
Dreadbore,rtr,Return to Ravnica,legal,2.85,2.45
Hallowed Fountain,rtr,Return to Ravnica,legal,7.32,6.09
"Jace, Architect of Thought",rtr,Return to Ravnica,legal,2.19,2.04
Overgrown Tomb,rtr,Return to Ravnica,legal,8.46,5.94
"Rakdos, Lord of Riots",rtr,Return to Ravnica,legal,2.49,2.13
Rest in Peace,rtr,Return to Ravnica,legal,5.49,5.49
Sphinx's Revelation,rtr,Return to Ravnica,legal,3.15,2.87
Steam Vents,rtr,Return to Ravnica,legal,13.17,7.93
Supreme Verdict,rtr,Return to Ravnica,legal,4.25,3.59
Temple Garden,rtr,Return to Ravnica,legal,8.10,6.31
"Trostani, Selesnya's Voice",rtr,Return to Ravnica,legal,3.12,2.60
Vraska the Unseen,rtr,Return to Ravnica,legal,3.19,2.94
Worldspine Wurm,rtr,Return to Ravnica,legal,5.95,4.90
Eternal Witness,ddj,Duel Decks: Izzet vs. Golgari,legal,6.52,3.63
Golgari Thug,ddj,Duel Decks: Izzet vs. Golgari,legal,4.33,3.41
Life from the Loam,ddj,Duel Decks: Izzet vs. Golgari,legal,16.06,11.91
Sadistic Hypnotist,ddj,Duel Decks: Izzet vs. Golgari,not_legal,2.79,2.59
Ancient Tomb,v12,From the Vault: Realms,not_legal,47.99,34.21
"Boseiju, Who Shelters All",v12,From the Vault: Realms,legal,17.42,9.13
Dryad Arbor,v12,From the Vault: Realms,legal,24.00,13.11
Forbidden Orchard,v12,From the Vault: Realms,legal,6.99,3.51
Glacial Chasm,v12,From the Vault: Realms,not_legal,8.93,5.13
Grove of the Burnwillows,v12,From the Vault: Realms,legal,19.82,16.38
Maze of Ith,v12,From the Vault: Realms,not_legal,16.86,9.52
"Urborg, Tomb of Yawgmoth",v12,From the Vault: Realms,legal,28.36,16.54
Vesuva,v12,From the Vault: Realms,legal,17.76,8.88
"Ajani, Caller of the Pride",m13,Magic 2013,legal,5.23,4.42
Akroma's Memorial,m13,Magic 2013,legal,20.08,7.29
Boundless Realms,m13,Magic 2013,legal,3.65,3.25
"Chandra, the Firebrand",m13,Magic 2013,legal,1.99,2.13
Dragonskull Summit,m13,Magic 2013,legal,3.25,2.09
Drowned Catacomb,m13,Magic 2013,legal,4.49,3.04
"Garruk, Primal Hunter",m13,Magic 2013,legal,5.93,5.11
Glacial Fortress,m13,Magic 2013,legal,4.72,2.67
"Jace, Memory Adept",m13,Magic 2013,legal,5.06,3.88
"Krenko, Mob Boss",m13,Magic 2013,legal,2.42,2.43
Liliana of the Dark Realms,m13,Magic 2013,legal,8.60,7.01
Master of the Pearl Trident,m13,Magic 2013,legal,3.86,4.55
"Nicol Bolas, Planeswalker",m13,Magic 2013,legal,4.78,3.65
Omniscience,m13,Magic 2013,legal,7.99,6.12
Primordial Hydra,m13,Magic 2013,legal,6.82,5.54
Rhox Faithmender,m13,Magic 2013,legal,4.78,3.49
Slumbering Dragon,m13,Magic 2013,legal,1.99,2.51
Sublime Archangel,m13,Magic 2013,legal,7.54,6.32
Thundermaw Hellkite,m13,Magic 2013,legal,3.78,4.20
Vampire Nocturnus,m13,Magic 2013,legal,7.30,5.98
Awakening Zone,pc2,Planechase 2012,legal,2.96,2.72
Baleful Strix,pc2,Planechase 2012,not_legal,3.23,3.12
Bloodbraid Elf,pc2,Planechase 2012,legal,5.99,4.59
Ghostly Prison,pc2,Planechase 2012,legal,4.36,2.38
"Ink-Eyes, Servant of Oni",pc2,Planechase 2012,legal,5.90,2.18
Kor Spiritdancer,pc2,Planechase 2012,legal,3.49,3.81
Maelstrom Wanderer,pc2,Planechase 2012,not_legal,6.89,5.36
Shardless Agent,pc2,Planechase 2012,not_legal,1.37,2.16
Silent-Blade Oni,pc2,Planechase 2012,not_legal,3.49,2.53
Alchemist's Refuge,avr,Avacyn Restored,legal,2.74,2.06
Angel of Jubilation,avr,Avacyn Restored,legal,3.75,2.79
"Avacyn, Angel of Hope",avr,Avacyn Restored,legal,19.59,12.92
Bonfire of the Damned,avr,Avacyn Restored,legal,2.99,2.51
Cavern of Souls,avr,Avacyn Restored,legal,71.81,66.80
Descendants' Path,avr,Avacyn Restored,legal,3.49,3.18
Entreat the Angels,avr,Avacyn Restored,legal,3.49,3.38
Exquisite Blood,avr,Avacyn Restored,legal,16.94,11.87
"Gisela, Blade of Goldnight",avr,Avacyn Restored,legal,4.21,3.97
Griselbrand,avr,Avacyn Restored,legal,8.90,8.54
Malignus,avr,Avacyn Restored,legal,2.83,2.01
Reforge the Soul,avr,Avacyn Restored,legal,3.99,2.55
Restoration Angel,avr,Avacyn Restored,legal,2.48,2.29
"Sigarda, Host of Herons",avr,Avacyn Restored,legal,16.34,12.25
Somberwald Sage,avr,Avacyn Restored,legal,2.82,2.25
"Tamiyo, the Moon Sage",avr,Avacyn Restored,legal,19.69,13.62
Temporal Mastery,avr,Avacyn Restored,legal,12.18,9.36
Terminus,avr,Avacyn Restored,legal,3.49,3.08
Vexing Devil,avr,Avacyn Restored,legal,7.13,6.99
Anger,ddi,Duel Decks: Venser vs. Koth,not_legal,3.99,2.27
Koth of the Hammer,ddi,Duel Decks: Venser vs. Koth,legal,6.75,6.50
Path to Exile,ddi,Duel Decks: Venser vs. Koth,legal,7.82,5.68
Preordain,ddi,Duel Decks: Venser vs. Koth,banned,3.89,2.89
"Venser, the Sojourner",ddi,Duel Decks: Venser vs. Koth,legal,8.99,8.60
Drogskol Captain,dka,Dark Ascension,legal,2.49,2.50
Drogskol Reaver,dka,Dark Ascension,legal,3.89,3.29
Geralf's Messenger,dka,Dark Ascension,legal,5.16,4.79
Grafdigger's Cage,dka,Dark Ascension,legal,5.25,4.86
Gravecrawler,dka,Dark Ascension,legal,8.42,5.27
"Mikaeus, the Unhallowed",dka,Dark Ascension,legal,27.14,20.06
"Sorin, Lord of Innistrad",dka,Dark Ascension,legal,8.59,7.71
"Thalia, Guardian of Thraben",dka,Dark Ascension,legal,9.53,10.52
Vault of the Archangel,dka,Dark Ascension,legal,2.86,2.33
Command Tower,j12,Judge Gift Cards 2012,not_legal,79.31,48.17
Flusterstorm,j12,Judge Gift Cards 2012,not_legal,93.05,60.02
Karakas,j12,Judge Gift Cards 2012,not_legal,79.81,63.48
Karmic Guide,j12,Judge Gift Cards 2012,not_legal,14.71,10.97
Noble Hierarch,j12,Judge Gift Cards 2012,legal,182.95,143.45
Sneak Attack,j12,Judge Gift Cards 2012,not_legal,34.80,24.72
Sword of Light and Shadow,j12,Judge Gift Cards 2012,legal,46.03,29.41
"Xiahou Dun, the One-Eyed",j12,Judge Gift Cards 2012,not_legal,60.88,30.43
Balefire Dragon,isd,Innistrad,legal,14.18,11.05
Bloodline Keeper // Lord of Lineage,isd,Innistrad,legal,7.98,6.15
Champion of the Parish,isd,Innistrad,legal,4.51,4.08
Clifftop Retreat,isd,Innistrad,legal,1.98,2.45
Endless Ranks of the Dead,isd,Innistrad,legal,5.50,3.32
"Garruk Relentless // Garruk, the Veil-Cursed",isd,Innistrad,legal,4.01,3.01
Gavony Township,isd,Innistrad,legal,4.65,4.33
Geist of Saint Traft,isd,Innistrad,legal,10.90,8.35
"Grimgrin, Corpse-Born",isd,Innistrad,legal,4.99,3.29
Hinterland Harbor,isd,Innistrad,legal,2.61,2.36
Isolated Chapel,isd,Innistrad,legal,3.27,2.71
Kessig Wolf Run,isd,Innistrad,legal,3.64,2.30
Laboratory Maniac,isd,Innistrad,legal,8.85,4.53
Liliana of the Veil,isd,Innistrad,legal,81.92,80.10
Mayor of Avabruck // Howlpack Alpha,isd,Innistrad,legal,2.21,2.07
"Mikaeus, the Lunarch",isd,Innistrad,legal,4.62,3.33
Olivia Voldaren,isd,Innistrad,legal,4.87,3.38
Parallel Lives,isd,Innistrad,legal,12.06,7.73
Past in Flames,isd,Innistrad,legal,3.99,2.90
Snapcaster Mage,isd,Innistrad,legal,65.96,53.41
Stony Silence,isd,Innistrad,legal,7.99,5.41
Sulfur Falls,isd,Innistrad,legal,4.68,3.90
Woodland Cemetery,isd,Innistrad,legal,4.17,3.29
Ajani Vengeant,ddh,Duel Decks: Ajani vs. Nicol Bolas,legal,4.49,3.52
"Nicol Bolas, Planeswalker",ddh,Duel Decks: Ajani vs. Nicol Bolas,legal,5.88,3.93
Captain Sisay,v11,From the Vault: Legends,not_legal,22.99,17.22
"Doran, the Siege Tower",v11,From the Vault: Legends,legal,8.49,4.89
"Kiki-Jiki, Mirror Breaker",v11,From the Vault: Legends,legal,9.94,7.03
"Mikaeus, the Lunarch",v11,From the Vault: Legends,legal,5.75,4.52
"Omnath, Locus of Mana",v11,From the Vault: Legends,legal,17.99,9.26
"Oona, Queen of the Fae",v11,From the Vault: Legends,legal,5.99,3.27
