card_name,set,set_name,modern,usd,eur
Etched Champion,mm2,Modern Masters 2015,legal,3.12,2.82
Expedition Map,mm2,Modern Masters 2015,legal,3.51,2.36
Eye of Ugin,mm2,Modern Masters 2015,banned,4.97,4.9
Fulminator Mage,mm2,Modern Masters 2015,legal,19.49,18.81
Hurkyl's Recall,mm2,Modern Masters 2015,legal,3.34,3.25
"Iona, Shield of Emeria",mm2,Modern Masters 2015,legal,12.26,6.41
Karn Liberated,mm2,Modern Masters 2015,legal,87.22,64.89
"Kiki-Jiki, Mirror Breaker",mm2,Modern Masters 2015,legal,7.49,6.53
"Kozilek, Butcher of Truth",mm2,Modern Masters 2015,legal,38.0,23.19
Leyline of Sanctity,mm2,Modern Masters 2015,legal,26.78,22.03
Lightning Bolt,mm2,Modern Masters 2015,legal,2.79,2.58
Mirran Crusader,mm2,Modern Masters 2015,legal,2.79,2.31
Mox Opal,mm2,Modern Masters 2015,legal,99.28,74.29
Necroskitter,mm2,Modern Masters 2015,legal,3.49,2.34
Noble Hierarch,mm2,Modern Masters 2015,legal,73.76,56.75
Primeval Titan,mm2,Modern Masters 2015,legal,7.87,7.17
Remand,mm2,Modern Masters 2015,legal,6.99,4.34
Spellskite,mm2,Modern Masters 2015,legal,7.68,6.89
Splinter Twin,mm2,Modern Masters 2015,banned,5.49,4.18
Surgical Extraction,mm2,Modern Masters 2015,legal,22.18,19.77
Tarmogoyf,mm2,Modern Masters 2015,legal,62.2,56.42
Tezzeret the Seeker,mm2,Modern Masters 2015,legal,11.99,6.37
"Ulamog, the Infinite Gyre",mm2,Modern Masters 2015,legal,26.66,15.06
Vendilion Clique,mm2,Modern Masters 2015,legal,19.07,18.38
Wilt-Leaf Liege,mm2,Modern Masters 2015,legal,2.41,2.09
Atarka's Command,dtk,Dragons of Tarkir,legal,2.61,3.04
Collected Company,dtk,Dragons of Tarkir,legal,15.66,15.29
Dragonlord Atarka,dtk,Dragons of Tarkir,legal,6.12,5.67
Dragonlord Dromoka,dtk,Dragons of Tarkir,legal,12.98,10.36
Dragonlord Kolaghan,dtk,Dragons of Tarkir,legal,4.71,3.44
Dragonlord Ojutai,dtk,Dragons of Tarkir,legal,5.84,4.99
Dragonlord Silumgar,dtk,Dragons of Tarkir,legal,6.45,4.07
Kolaghan's Command,dtk,Dragons of Tarkir,legal,18.21,19.52
Narset Transcendent,dtk,Dragons of Tarkir,legal,9.51,7.19
Sarkhan Unbroken,dtk,Dragons of Tarkir,legal,8.41,5.78
Secure the Wastes,dtk,Dragons of Tarkir,legal,3.13,3.68
Shaman of Forgotten Ways,dtk,Dragons of Tarkir,legal,3.91,2.8
"Sidisi, Undead Vizier",dtk,Dragons of Tarkir,legal,7.0,4.34
Thunderbreak Regent,dtk,Dragons of Tarkir,legal,3.33,2.42
Arashin Sovereign,pdtk,Dragons of Tarkir Promos,legal,0.39,2.07
Boltwing Marauder,pdtk,Dragons of Tarkir Promos,legal,0.69,2.89
Harbinger of the Hunt,pdtk,Dragons of Tarkir Promos,legal,0.69,2.22
Pristine Skywise,pdtk,Dragons of Tarkir Promos,legal,0.49,2.33
Thunderbreak Regent,pdtk,Dragons of Tarkir Promos,legal,6.99,3.71
"Elspeth, Sun's Champion",ddo,Duel Decks: Elspeth vs. Kiora,legal,6.99,8.65
"Kiora, the Crashing Wave",ddo,Duel Decks: Elspeth vs. Kiora,legal,2.6,2.25
Mother of Runes,ddo,Duel Decks: Elspeth vs. Kiora,not_legal,2.08,2.15
Monastery Mentor,frf,Fate Reforged,legal,9.38,9.2
Soulfire Grand Master,frf,Fate Reforged,legal,1.85,2.22
"Ugin, the Spirit Dragon",frf,Fate Reforged,legal,45.97,37.93
Archfiend of Depravity,pfrf,Fate Reforged Promos,legal,2.49,2.79
Dragonscale General,pfrf,Fate Reforged Promos,legal,0.59,2.16
Soulfire Grand Master,pfrf,Fate Reforged Promos,legal,5.72,4.15
Temur War Shaman,pfrf,Fate Reforged Promos,legal,0.36,2.25
Damnation,j15,Judge Gift Cards 2015,legal,39.58,28.53
Dualcaster Mage,j15,Judge Gift Cards 2015,not_legal,4.67,4.08
Feldon of the Third Path,j15,Judge Gift Cards 2015,not_legal,11.32,6.67
Ravages of War,j15,Judge Gift Cards 2015,not_legal,105.06,91.39
Rishadan Port,j15,Judge Gift Cards 2015,not_legal,113.83,81.37
Shardless Agent,j15,Judge Gift Cards 2015,not_legal,8.87,8.23
Temporal Manipulation,j15,Judge Gift Cards 2015,not_legal,71.02,51.07
Wasteland,j15,Judge Gift Cards 2015,not_legal,78.41,74.34
Angel of the Dire Hour,c14,Commander 2014,not_legal,4.42,2.99
Black Sun's Zenith,c14,Commander 2014,legal,3.99,3.32
Caged Sun,c14,Commander 2014,legal,5.58,3.66
Comeuppance,c14,Commander 2014,not_legal,4.99,2.17
Containment Priest,c14,Commander 2014,not_legal,20.39,20.61
Crypt Ghast,c14,Commander 2014,legal,3.62,2.31
Cyclonic Rift,c14,Commander 2014,legal,16.27,10.44
Elvish Archdruid,c14,Commander 2014,legal,2.11,2.12
"Emeria, the Sky Ruin",c14,Commander 2014,legal,5.9,5.16
"Ezuri, Renegade Leader",c14,Commander 2014,legal,3.92,3.98
Feldon of the Third Path,c14,Commander 2014,not_legal,2.99,2.02
"Freyalise, Llanowar's Fury",c14,Commander 2014,not_legal,8.99,7.89
Ghoulcaller Gisa,c14,Commander 2014,not_legal,17.59,12.98
Grand Abolisher,c14,Commander 2014,legal,5.99,3.45
Grave Titan,c14,Commander 2014,legal,12.47,8.93
Jet Medallion,c14,Commander 2014,not_legal,6.48,4.04
Joraga Warcaller,c14,Commander 2014,legal,3.17,2.8
"Nahiri, the Lithomancer",c14,Commander 2014,not_legal,6.78,5.4
Ob Nixilis of the Black Oath,c14,Commander 2014,not_legal,5.61,4.19
Pearl Medallion,c14,Commander 2014,not_legal,4.66,2.6
Pongify,c14,Commander 2014,legal,2.99,2.09
Priest of Titania,c14,Commander 2014,not_legal,4.15,2.84
Rite of Replication,c14,Commander 2014,legal,4.69,2.07
Ruby Medallion,c14,Commander 2014,not_legal,5.99,4.9
Sapphire Medallion,c14,Commander 2014,not_legal,8.48,5.26
Solemn Simulacrum,c14,Commander 2014,legal,4.54,2.49
Song of the Dryads,c14,Commander 2014,not_legal,7.99,4.61
Sun Titan,c14,Commander 2014,legal,3.24,2.32
Sylvan Safekeeper,c14,Commander 2014,not_legal,6.8,4.67
"Teferi, Temporal Archmage",c14,Commander 2014,not_legal,17.14,13.05
Thran Dynamo,c14,Commander 2014,not_legal,4.02,2.79
"Titania, Protector of Argoth",c14,Commander 2014,not_legal,19.02,8.03
Wurmcoil Engine,c14,Commander 2014,legal,19.35,12.27
Bloodstained Mire,ktk,Khans of Tarkir,legal,20.23,16.16
Clever Impersonator,ktk,Khans of Tarkir,legal,4.52,2.63
Flooded Strand,ktk,Khans of Tarkir,legal,17.55,13.21
Hardened Scales,ktk,Khans of Tarkir,legal,5.19,3.25
Polluted Delta,ktk,Khans of Tarkir,legal,17.68,14.07
"Sorin, Solemn Visitor",ktk,Khans of Tarkir,legal,4.77,3.84
Windswept Heath,ktk,Khans of Tarkir,legal,11.08,10.23
Wooded Foothills,ktk,Khans of Tarkir,legal,20.33,16.05
Goblin Bombardment,ddn,Duel Decks: Speed vs. Cunning,not_legal,4.14,2.23
"Krenko, Mob Boss",ddn,Duel Decks: Speed vs. Cunning,legal,2.14,2.16
Armageddon,v14,From the Vault: Annihilation,not_legal,4.04,3.1
Cataclysm,v14,From the Vault: Annihilation,not_legal,3.92,3.01
Fracturing Gust,v14,From the Vault: Annihilation,legal,9.19,5.45
Living Death,v14,From the Vault: Annihilation,not_legal,3.01,2.67
Rolling Earthquake,v14,From the Vault: Annihilation,not_legal,6.49,3.96
Smokestack,v14,From the Vault: Annihilation,not_legal,5.99,2.85
Terminus,v14,From the Vault: Annihilation,legal,4.99,4.9
Wrath of God,v14,From the Vault: Annihilation,legal,7.99,4.65
Ajani Steadfast,m15,Magic 2015,legal,10.99,8.29
Chasm Skulker,m15,Magic 2015,legal,3.95,2.77
Chord of Calling,m15,Magic 2015,legal,8.31,8.65
"Garruk, Apex Predator",m15,Magic 2015,legal,11.52,8.8
Goblin Rabblemaster,m15,Magic 2015,legal,3.64,2.94
"Jace, the Living Guildpact",m15,Magic 2015,legal,2.06,2.02
Liliana Vess,m15,Magic 2015,legal,7.44,4.24
"Nissa, Worldwaker",m15,Magic 2015,legal,4.37,4.29
Obelisk of Urd,m15,Magic 2015,legal,3.39,2.76
"Ob Nixilis, Unshackled",m15,Magic 2015,legal,3.99,2.41
Sliver Hive,m15,Magic 2015,legal,6.1,6.15
Sliver Hivelord,m15,Magic 2015,legal,12.26,8.73
The Chain Veil,m15,Magic 2015,legal,16.99,11.35
"Urborg, Tomb of Yawgmoth",m15,Magic 2015,legal,21.46,14.25
Waste Not,m15,Magic 2015,legal,4.13,3.85
Altar of Dementia,cns,Conspiracy,not_legal,4.99,2.85
Coercive Portal,cns,Conspiracy,not_legal,3.18,3.42
Council's Judgment,cns,Conspiracy,not_legal,16.5,12.45
Dack Fayden,cns,Conspiracy,not_legal,15.12,11.95
Exploration,cns,Conspiracy,not_legal,25.52,15.6
Mirari's Wake,cns,Conspiracy,not_legal,11.2,6.16
"Muzzio, Visionary Architect",cns,Conspiracy,not_legal,3.06,2.19
Pernicious Deed,cns,Conspiracy,not_legal,2.9,2.81
Reflecting Pool,cns,Conspiracy,legal,10.73,7.15
Scourge of the Throne,cns,Conspiracy,not_legal,19.66,14.62
Stifle,cns,Conspiracy,not_legal,3.69,2.9
Vedalken Orrery,cns,Conspiracy,legal,20.27,12.15
City of Brass,md1,Modern Event Deck 2014,legal,6.99,4.76
Dismember,md1,Modern Event Deck 2014,legal,3.56,2.08
"Elspeth, Knight-Errant",md1,Modern Event Deck 2014,legal,12.63,7.32
Inquisition of Kozilek,md1,Modern Event Deck 2014,legal,4.46,4.46
Isolated Chapel,md1,Modern Event Deck 2014,legal,2.9,2.53
Path to Exile,md1,Modern Event Deck 2014,legal,7.27,5.63
Relic of Progenitus,md1,Modern Event Deck 2014,legal,4.29,3.66
Sword of Feast and Famine,md1,Modern Event Deck 2014,legal,34.41,22.84
Vault of the Archangel,md1,Modern Event Deck 2014,legal,2.99,2.79
"Ajani, Mentor of Heroes",jou,Journey into Nyx,legal,11.99,9.8
"Athreos, God of Passage",jou,Journey into Nyx,legal,13.04,11.4
Dictate of Erebos,jou,Journey into Nyx,legal,6.99,4.79
Eidolon of the Great Revel,jou,Journey into Nyx,legal,3.76,5.23
Godsend,jou,Journey into Nyx,legal,6.36,6.27
"Iroas, God of Victory",jou,Journey into Nyx,legal,5.66,3.69
"Keranos, God of Storms",jou,Journey into Nyx,legal,7.19,6.79
"Kruphix, God of Horizons",jou,Journey into Nyx,legal,9.03,5.2
Mana Confluence,jou,Journey into Nyx,legal,8.82,7.53
"Pharika, God of Affliction",jou,Journey into Nyx,legal,1.71,2.1
Sage of Hours,jou,Journey into Nyx,legal,2.25,2.2
Temple of Epiphany,jou,Journey into Nyx,legal,2.08,2.19
Temple of Malady,jou,Journey into Nyx,legal,2.78,2.41
Remand,ddm,Duel Decks: Jace vs. Vraska,legal,5.96,4.53
"Brimaz, King of Oreskos",bng,Born of the Gods,legal,9.04,9.21
Courser of Kruphix,bng,Born of the Gods,legal,3.89,3.28
"Ephara, God of the Polis",bng,Born of the Gods,legal,2.24,2.05
"Karametra, God of Harvests",bng,Born of the Gods,legal,5.97,4.04
"Kiora, the Crashing Wave",bng,Born of the Gods,legal,2.85,2.58
"Mogis, God of Slaughter",bng,Born of the Gods,legal,5.04,4.58
"Phenax, God of Deception",bng,Born of the Gods,legal,6.26,4.83
Temple of Enlightenment,bng,Born of the Gods,legal,3.43,2.93
Temple of Malice,bng,Born of the Gods,legal,3.53,2.31
"Xenagos, God of Revels",bng,Born of the Gods,legal,9.01,7.49
Force of Will,j14,Judge Gift Cards 2014,not_legal,324.85,250.0
Greater Good,j14,Judge Gift Cards 2014,legal,35.62,23.31
"Hanna, Ship's Navigator",j14,Judge Gift Cards 2014,not_legal,18.82,11.92
"Karador, Ghost Chieftain",j14,Judge Gift Cards 2014,not_legal,19.92,10.13
"Nekusar, the Mindrazer",j14,Judge Gift Cards 2014,not_legal,29.46,14.8
"Oloro, Ageless Ascetic",j14,Judge Gift Cards 2014,not_legal,23.62,13.89
Riku of Two Reflections,j14,Judge Gift Cards 2014,not_legal,23.78,12.86
Sword of Feast and Famine,j14,Judge Gift Cards 2014,legal,86.48,59.48
Avenger of Zendikar,c13,Commander 2013,legal,4.49,3.71
Baleful Strix,c13,Commander 2013,not_legal,3.16,2.69
Crawlspace,c13,Commander 2013,not_legal,6.79,4.2
Divinity of Pride,c13,Commander 2013,legal,1.99,2.28
Goblin Sharpshooter,c13,Commander 2013,not_legal,3.23,2.47
Homeward Path,c13,Commander 2013,not_legal,6.05,2.91
Ophiomancer,c13,Commander 2013,not_legal,5.87,4.49
Primal Vigor,c13,Commander 2013,not_legal,19.56,9.16
Propaganda,c13,Commander 2013,not_legal,8.6,3.41
Tempt with Discovery,c13,Commander 2013,not_legal,5.71,2.86
Tempt with Vengeance,c13,Commander 2013,not_legal,7.25,3.59
Toxic Deluge,c13,Commander 2013,not_legal,14.64,11.14
True-Name Nemesis,c13,Commander 2013,not_legal,11.02,13.7
Wrath of God,c13,Commander 2013,legal,7.1,3.72
"Ashiok, Nightmare Weaver",ths,Theros,legal,5.92,5.14
"Elspeth, Sun's Champion",ths,Theros,legal,9.98,8.8
"Erebos, God of the Dead",ths,Theros,legal,7.04,5.58
"Heliod, God of the Sun",ths,Theros,legal,4.83,3.21
Master of Waves,ths,Theros,legal,1.79,2.04
"Nykthos, Shrine to Nyx",ths,Theros,legal,8.69,7.24
"Nylea, God of the Hunt",ths,Theros,legal,6.23,4.42
"Purphoros, God of the Forge",ths,Theros,legal,17.55,13.06
Stormbreath Dragon,ths,Theros,legal,5.06,4.78
Sylvan Caryatid,ths,Theros,legal,3.37,2.4
"Thassa, God of the Sea",ths,Theros,legal,11.88,6.6
Thoughtseize,ths,Theros,legal,12.77,13.1
"Xenagos, the Reveler",ths,Theros,legal,3.89,3.45
Sun Titan,ddl,Duel Decks: Heroes vs. Monsters,legal,3.25,2.53
Chainer's Edict,v13,From the Vault: Twenty,not_legal,8.42,4.54
Fyndhorn Elves,v13,From the Vault: Twenty,not_legal,8.32,4.39
Gilded Lotus,v13,From the Vault: Twenty,legal,7.99,4.29
Green Sun's Zenith,v13,From the Vault: Twenty,banned,8.49,5.55
"Jace, the Mind Sculptor",v13,From the Vault: Twenty,legal,77.03,77.89
Kessig Wolf Run,v13,From the Vault: Twenty,legal,4.49,2.64
Swords to Plowshares,v13,From the Vault: Twenty,not_legal,2.93,2.16
Tangle Wire,v13,From the Vault: Twenty,not_legal,4.49,2.68
Thran Dynamo,v13,From the Vault: Twenty,not_legal,5.48,3.64
"Venser, Shaper Savant",v13,From the Vault: Twenty,legal,4.38,3.56
"Ajani, Caller of the Pride",m14,Magic 2014,legal,5.81,4.58
Archangel of Thune,m14,Magic 2014,legal,12.28,11.7
Darksteel Forge,m14,Magic 2014,legal,13.98,6.47
Door of Destinies,m14,Magic 2014,legal,4.87,2.88
Galerider Sliver,m14,Magic 2014,legal,4.91,4.98
"Garruk, Caller of Beasts",m14,Magic 2014,legal,5.91,4.64
"Jace, Memory Adept",m14,Magic 2014,legal,4.75,3.61
Kalonian Hydra,m14,Magic 2014,legal,5.17,4.03
Liliana of the Dark Realms,m14,Magic 2014,legal,8.06,6.79
Mutavault,m14,Magic 2014,legal,9.99,8.6
Primeval Bounty,m14,Magic 2014,legal,4.94,3.44
Rise of the Dark Realms,m14,Magic 2014,legal,12.71,11.4
Scavenging Ooze,m14,Magic 2014,legal,3.13,2.9
Shadowborn Apostle,m14,Magic 2014,legal,3.57,2.46
Strionic Resonator,m14,Magic 2014,legal,2.28,2.03
Academy Ruins,mma,Modern Masters,legal,23.42,14.49
Aether Vial,mma,Modern Masters,legal,34.15,24.99
Angel's Grace,mma,Modern Masters,legal,5.59,3.94
Arcbound Ravager,mma,Modern Masters,legal,43.32,32.07
Blinkmoth Nexus,mma,Modern Masters,legal,5.59,4.41
Blood Moon,mma,Modern Masters,legal,19.55,19.49
Bridge from Below,mma,Modern Masters,legal,21.99,11.92
Chalice of the Void,mma,Modern Masters,legal,44.06,36.97
City of Brass,mma,Modern Masters,legal,8.99,6.04
Cryptic Command,mma,Modern Masters,legal,23.96,20.11
Dark Confidant,mma,Modern Masters,legal,53.77,46.77
Divinity of Pride,mma,Modern Masters,legal,1.99,2.42
Doubling Season,mma,Modern Masters,legal,44.51,25.62
"Elspeth, Knight-Errant",mma,Modern Masters,legal,13.99,9.2
Engineered Explosives,mma,Modern Masters,legal,84.99,53.23
Eternal Witness,mma,Modern Masters,legal,6.95,3.96
Ethersworn Canonist,mma,Modern Masters,legal,10.99,6.82
Extirpate,mma,Modern Masters,legal,5.99,3.02
Gifts Ungiven,mma,Modern Masters,legal,5.49,4.24
Glen Elendra Archmage,mma,Modern Masters,legal,21.99,13.01
Glimmervoid,mma,Modern Masters,legal,11.99,9.21
Grand Arbiter Augustin IV,mma,Modern Masters,legal,8.99,5.09
Greater Gargadon,mma,Modern Masters,legal,3.81,3.17
"Kataki, War's Wage",mma,Modern Masters,legal,3.99,2.48
"Keiga, the Tide Star",mma,Modern Masters,legal,1.99,2.61
"Kiki-Jiki, Mirror Breaker",mma,Modern Masters,legal,8.39,6.92
"Kira, Great Glass-Spinner",mma,Modern Masters,legal,14.54,10.57
Kitchen Finks,mma,Modern Masters,legal,6.49,6.54
Knight of the Reliquary,mma,Modern Masters,legal,3.86,4.13
"Kokusho, the Evening Star",mma,Modern Masters,legal,5.99,6.33
Lava Spike,mma,Modern Masters,legal,4.68,3.02
Life from the Loam,mma,Modern Masters,legal,16.71,12.69
Lotus Bloom,mma,Modern Masters,legal,6.71,6.21
Maelstrom Pulse,mma,Modern Masters,legal,21.46,15.99
Manamorphose,mma,Modern Masters,legal,9.53,7.92
Mind Funeral,mma,Modern Masters,legal,3.99,2.75
"Oona, Queen of the Fae",mma,Modern Masters,legal,4.99,2.29
Pact of Negation,mma,Modern Masters,legal,10.28,8.99
Path to Exile,mma,Modern Masters,legal,6.98,5.74
Progenitus,mma,Modern Masters,legal,6.99,5.46
Relic of Progenitus,mma,Modern Masters,legal,3.25,3.69
Sarkhan Vol,mma,Modern Masters,legal,9.21,7.23
Scion of Oona,mma,Modern Masters,legal,2.92,2.33
Slaughter Pact,mma,Modern Masters,legal,2.85,2.76
Spell Snare,mma,Modern Masters,legal,1.99,2.08
"Squee, Goblin Nabob",mma,Modern Masters,legal,4.43,2.83
Stonehewer Giant,mma,Modern Masters,legal,6.99,4.45
Street Wraith,mma,Modern Masters,legal,1.99,2.74
Summoner's Pact,mma,Modern Masters,legal,5.99,6.8
Sword of Fire and Ice,mma,Modern Masters,legal,57.88,39.88
Sword of Light and Shadow,mma,Modern Masters,legal,30.95,22.61
Tarmogoyf,mma,Modern Masters,legal,64.59,59.04
Tooth and Nail,mma,Modern Masters,legal,16.18,10.92
Vedalken Shackles,mma,Modern Masters,legal,8.63,7.76
Vendilion Clique,mma,Modern Masters,legal,20.09,18.53
Woodfall Primus,mma,Modern Masters,legal,8.49,7.13
"Yosei, the Morning Star",mma,Modern Masters,legal,1.99,2.29
Deadbridge Chant,dgm,Dragon's Maze,legal,3.17,2.06
Master of Cruelties,dgm,Dragon's Maze,legal,7.19,5.49
Ral Zarek,dgm,Dragon's Maze,legal,7.21,4.95
Voice of Resurgence,dgm,Dragon's Maze,legal,9.73,10.67
"Sorin, Lord of Innistrad",ddk,Duel Decks: Sorin vs. Tibalt,legal,6.99,7.36
Wall of Omens,ddk,Duel Decks: Sorin vs. Tibalt,legal,2.4,2.08
"Aurelia, the Warleader",gtc,Gatecrash,legal,5.74,3.79
Breeding Pool,gtc,Gatecrash,legal,11.05,9.07
Crypt Ghast,gtc,Gatecrash,legal,3.39,2.31
Domri Rade,gtc,Gatecrash,legal,3.57,3.13
"Gideon, Champion of Justice",gtc,Gatecrash,legal,2.58,2.29
Godless Shrine,gtc,Gatecrash,legal,9.13,7.44
Hellkite Tyrant,gtc,Gatecrash,legal,6.49,4.2
Illusionist's Bracers,gtc,Gatecrash,legal,3.49,2.35
"Lazav, Dimir Mastermind",gtc,Gatecrash,legal,2.77,2.15
Legion Loyalist,gtc,Gatecrash,legal,6.99,6.11
Lord of the Void,gtc,Gatecrash,legal,4.55,3.96
Sacred Foundry,gtc,Gatecrash,legal,11.36,8.87
Stomping Ground,gtc,Gatecrash,legal,12.32,10.62
Thespian's Stage,gtc,Gatecrash,legal,3.34,3.47
Watery Grave,gtc,Gatecrash,legal,14.26,8.73
Bribery,j13,Judge Gift Cards 2013,legal,32.16,22.23
Crucible of Worlds,j13,Judge Gift Cards 2013,legal,97.67,64.96
Genesis,j13,Judge Gift Cards 2013,not_legal,7.83,6.1
Imperial Recruiter,j13,Judge Gift Cards 2013,not_legal,102.99,70.29
Overwhelming Forces,j13,Judge Gift Cards 2013,not_legal,13.45,11.29
Show and Tell,j13,Judge Gift Cards 2013,not_legal,39.36,29.73
Swords to Plowshares,j13,Judge Gift Cards 2013,not_legal,38.05,25.57
Vindicate,j13,Judge Gift Cards 2013,not_legal,10.55,10.64
Chaos Warp,cm1,Commander's Arsenal,not_legal,12.27,6.64
Command Tower,cm1,Commander's Arsenal,not_legal,65.7,35.37
Decree of Pain,cm1,Commander's Arsenal,not_legal,4.49,4.02
Desertion,cm1,Commander's Arsenal,not_legal,3.49,2.63
"Diaochan, Artful Beauty",cm1,Commander's Arsenal,not_legal,6.99,4.37
Duplicant,cm1,Commander's Arsenal,legal,3.92,2.86
"Edric, Spymaster of Trest",cm1,Commander's Arsenal,not_legal,4.6,3.48
Kaalia of the Vast,cm1,Commander's Arsenal,not_legal,19.99,16.83
Loyal Retainers,cm1,Commander's Arsenal,not_legal,19.08,18.2
Maelstrom Wanderer,cm1,Commander's Arsenal,not_legal,13.06,11.77
Mind's Eye,cm1,Commander's Arsenal,legal,13.99,8.36
Mirari's Wake,cm1,Commander's Arsenal,not_legal,16.28,10.0
Rhystic Study,cm1,Commander's Arsenal,not_legal,40.2,28.65
Scroll Rack,cm1,Commander's Arsenal,not_legal,53.54,31.5
Sylvan Library,cm1,Commander's Arsenal,not_legal,35.23,24.77
The Mimeoplasm,cm1,Commander's Arsenal,not_legal,9.99,6.72
Vela the Night-Clad,cm1,Commander's Arsenal,not_legal,4.99,3.69
Abrupt Decay,rtr,Return to Ravnica,legal,3.47,3.47
Blood Crypt,rtr,Return to Ravnica,legal,10.36,8.03
Chromatic Lantern,rtr,Return to Ravnica,legal,8.1,4.13
Cyclonic Rift,rtr,Return to Ravnica,legal,14.38,9.52
Deathrite Shaman,rtr,Return to Ravnica,banned,3.18,2.76
Dreadbore,rtr,Return to Ravnica,legal,2.77,2.46
Hallowed Fountain,rtr,Return to Ravnica,legal,7.23,6.25
"Jace, Architect of Thought",rtr,Return to Ravnica,legal,2.18,2.1
Overgrown Tomb,rtr,Return to Ravnica,legal,8.91,5.95
"Rakdos, Lord of Riots",rtr,Return to Ravnica,legal,2.49,2.19
Rest in Peace,rtr,Return to Ravnica,legal,5.43,5.47
Sphinx's Revelation,rtr,Return to Ravnica,legal,3.21,2.89
Steam Vents,rtr,Return to Ravnica,legal,13.47,8.03
Supreme Verdict,rtr,Return to Ravnica,legal,4.21,3.69
Temple Garden,rtr,Return to Ravnica,legal,7.7,6.05
"Trostani, Selesnya's Voice",rtr,Return to Ravnica,legal,3.3,2.63
Vraska the Unseen,rtr,Return to Ravnica,legal,3.14,2.91
Worldspine Wurm,rtr,Return to Ravnica,legal,6.02,4.87
Eternal Witness,ddj,Duel Decks: Izzet vs. Golgari,legal,6.48,3.82
Golgari Thug,ddj,Duel Decks: Izzet vs. Golgari,legal,4.32,3.3
Life from the Loam,ddj,Duel Decks: Izzet vs. Golgari,legal,15.83,11.77
Sadistic Hypnotist,ddj,Duel Decks: Izzet vs. Golgari,not_legal,2.79,2.58
Ancient Tomb,v12,From the Vault: Realms,not_legal,47.99,32.55
"Boseiju, Who Shelters All",v12,From the Vault: Realms,legal,17.5,9.02
Dryad Arbor,v12,From the Vault: Realms,legal,24.0,13.34
Forbidden Orchard,v12,From the Vault: Realms,legal,6.99,3.24
Glacial Chasm,v12,From the Vault: Realms,not_legal,8.97,5.05
Grove of the Burnwillows,v12,From the Vault: Realms,legal,19.82,16.38
Maze of Ith,v12,From the Vault: Realms,not_legal,16.9,9.62
"Urborg, Tomb of Yawgmoth",v12,From the Vault: Realms,legal,28.35,16.66
Vesuva,v12,From the Vault: Realms,legal,17.7,8.93
"Ajani, Caller of the Pride",m13,Magic 2013,legal,5.08,4.39
Akroma's Memorial,m13,Magic 2013,legal,20.02,8.57
Boundless Realms,m13,Magic 2013,legal,3.57,3.32
"Chandra, the Firebrand",m13,Magic 2013,legal,2.26,2.1
Dragonskull Summit,m13,Magic 2013,legal,3.19,2.14
Drowned Catacomb,m13,Magic 2013,legal,4.57,2.97
"Garruk, Primal Hunter",m13,Magic 2013,legal,5.96,5.12
Glacial Fortress,m13,Magic 2013,legal,4.67,2.65
"Jace, Memory Adept",m13,Magic 2013,legal,5.06,3.79
"Krenko, Mob Boss",m13,Magic 2013,legal,2.44,2.45
Liliana of the Dark Realms,m13,Magic 2013,legal,8.62,6.59
Master of the Pearl Trident,m13,Magic 2013,legal,3.83,4.63
"Nicol Bolas, Planeswalker",m13,Magic 2013,legal,4.78,3.62
Omniscience,m13,Magic 2013,legal,7.99,7.05
Primordial Hydra,m13,Magic 2013,legal,6.83,5.18
Rhox Faithmender,m13,Magic 2013,legal,4.58,3.43
Slumbering Dragon,m13,Magic 2013,legal,1.99,2.54
Sublime Archangel,m13,Magic 2013,legal,7.49,6.28
Sunpetal Grove,m13,Magic 2013,legal,3.22,2.05
Thundermaw Hellkite,m13,Magic 2013,legal,3.79,4.1
Vampire Nocturnus,m13,Magic 2013,legal,7.04,5.78
Awakening Zone,pc2,Planechase 2012,legal,2.96,2.74
Baleful Strix,pc2,Planechase 2012,not_legal,3.21,3.11
Bloodbraid Elf,pc2,Planechase 2012,legal,5.99,4.63
Ghostly Prison,pc2,Planechase 2012,legal,4.4,2.52
"Ink-Eyes, Servant of Oni",pc2,Planechase 2012,legal,5.9,2.37
Kor Spiritdancer,pc2,Planechase 2012,legal,3.49,3.73
Maelstrom Wanderer,pc2,Planechase 2012,not_legal,6.89,5.38
Shardless Agent,pc2,Planechase 2012,not_legal,1.3,2.13
Silent-Blade Oni,pc2,Planechase 2012,not_legal,3.49,2.53
Angel of Jubilation,avr,Avacyn Restored,legal,3.66,2.78
"Avacyn, Angel of Hope",avr,Avacyn Restored,legal,19.75,12.29
Bonfire of the Damned,avr,Avacyn Restored,legal,2.99,2.91
Cavern of Souls,avr,Avacyn Restored,legal,72.43,66.36
Descendants' Path,avr,Avacyn Restored,legal,3.49,3.16
Entreat the Angels,avr,Avacyn Restored,legal,2.99,3.29
Exquisite Blood,avr,Avacyn Restored,legal,17.06,10.82
"Gisela, Blade of Goldnight",avr,Avacyn Restored,legal,4.2,4.06
Griselbrand,avr,Avacyn Restored,legal,8.88,8.49
Reforge the Soul,avr,Avacyn Restored,legal,3.99,2.73
Restoration Angel,avr,Avacyn Restored,legal,2.48,2.38
"Sigarda, Host of Herons",avr,Avacyn Restored,legal,16.48,12.38
Somberwald Sage,avr,Avacyn Restored,legal,2.84,2.22
"Tamiyo, the Moon Sage",avr,Avacyn Restored,legal,19.1,13.61
