card_name,set,set_name,modern,usd,eur
Blinkmoth Nexus,mm2,Modern Masters 2015,legal,5.99,4.32
Cryptic Command,mm2,Modern Masters 2015,legal,21.78,19.85
Dark Confidant,mm2,Modern Masters 2015,legal,51.22,42.61
Daybreak Coronet,mm2,Modern Masters 2015,legal,11.21,7.77
Dismember,mm2,Modern Masters 2015,legal,3.17,2.36
Eldrazi Temple,mm2,Modern Masters 2015,legal,5.88,7.75
"Elesh Norn, Grand Cenobite",mm2,Modern Masters 2015,legal,13.28,11.06
"Emrakul, the Aeons Torn",mm2,Modern Masters 2015,legal,34.52,31.14
Etched Champion,mm2,Modern Masters 2015,legal,3.07,2.88
Expedition Map,mm2,Modern Masters 2015,legal,3.41,2.26
Eye of Ugin,mm2,Modern Masters 2015,banned,4.85,4.78
Fulminator Mage,mm2,Modern Masters 2015,legal,20.17,17.81
Hurkyl's Recall,mm2,Modern Masters 2015,legal,3.49,3.22
"Iona, Shield of Emeria",mm2,Modern Masters 2015,legal,12.27,6.26
Karn Liberated,mm2,Modern Masters 2015,legal,87.10,68.78
"Kiki-Jiki, Mirror Breaker",mm2,Modern Masters 2015,legal,7.36,6.42
"Kozilek, Butcher of Truth",mm2,Modern Masters 2015,legal,38.14,23.08
Leyline of Sanctity,mm2,Modern Masters 2015,legal,26.90,21.55
Lightning Bolt,mm2,Modern Masters 2015,legal,2.93,2.40
Mirran Crusader,mm2,Modern Masters 2015,legal,2.79,2.24
Mox Opal,mm2,Modern Masters 2015,legal,99.99,74.55
Necroskitter,mm2,Modern Masters 2015,legal,3.49,2.22
Noble Hierarch,mm2,Modern Masters 2015,legal,74.22,55.69
Primeval Titan,mm2,Modern Masters 2015,legal,7.89,7.16
Remand,mm2,Modern Masters 2015,legal,6.99,4.29
Spellskite,mm2,Modern Masters 2015,legal,7.80,7.05
Splinter Twin,mm2,Modern Masters 2015,banned,5.89,4.28
Surgical Extraction,mm2,Modern Masters 2015,legal,22.23,19.31
Tarmogoyf,mm2,Modern Masters 2015,legal,61.08,55.38
Tezzeret the Seeker,mm2,Modern Masters 2015,legal,11.99,6.27
"Ulamog, the Infinite Gyre",mm2,Modern Masters 2015,legal,26.58,14.77
Vendilion Clique,mm2,Modern Masters 2015,legal,19.39,18.80
Wilt-Leaf Liege,mm2,Modern Masters 2015,legal,2.48,2.10
Atarka's Command,dtk,Dragons of Tarkir,legal,2.43,3.06
Collected Company,dtk,Dragons of Tarkir,legal,15.34,14.91
Dragonlord Atarka,dtk,Dragons of Tarkir,legal,6.23,5.52
Dragonlord Dromoka,dtk,Dragons of Tarkir,legal,13.19,9.67
Dragonlord Kolaghan,dtk,Dragons of Tarkir,legal,4.86,3.33
Dragonlord Ojutai,dtk,Dragons of Tarkir,legal,5.82,5.35
Dragonlord Silumgar,dtk,Dragons of Tarkir,legal,6.47,3.72
Kolaghan's Command,dtk,Dragons of Tarkir,legal,19.53,19.49
Narset Transcendent,dtk,Dragons of Tarkir,legal,9.39,7.18
Sarkhan Unbroken,dtk,Dragons of Tarkir,legal,8.50,5.78
Secure the Wastes,dtk,Dragons of Tarkir,legal,3.18,3.69
Shaman of Forgotten Ways,dtk,Dragons of Tarkir,legal,4.26,2.73
"Sidisi, Undead Vizier",dtk,Dragons of Tarkir,legal,6.67,4.39
Thunderbreak Regent,dtk,Dragons of Tarkir,legal,3.73,2.30
Boltwing Marauder,pdtk,Dragons of Tarkir Promos,legal,0.69,2.91
Harbinger of the Hunt,pdtk,Dragons of Tarkir Promos,legal,0.69,2.05
Pristine Skywise,pdtk,Dragons of Tarkir Promos,legal,0.49,2.28
Thunderbreak Regent,pdtk,Dragons of Tarkir Promos,legal,6.99,4.35
"Elspeth, Sun's Champion",ddo,Duel Decks: Elspeth vs. Kiora,legal,6.99,8.73
"Kiora, the Crashing Wave",ddo,Duel Decks: Elspeth vs. Kiora,legal,2.67,2.07
Mother of Runes,ddo,Duel Decks: Elspeth vs. Kiora,not_legal,2.07,2.02
Monastery Mentor,frf,Fate Reforged,legal,9.37,9.10
Soulfire Grand Master,frf,Fate Reforged,legal,1.75,2.21
"Ugin, the Spirit Dragon",frf,Fate Reforged,legal,43.97,37.85
Archfiend of Depravity,pfrf,Fate Reforged Promos,legal,2.49,3.53
Soulfire Grand Master,pfrf,Fate Reforged Promos,legal,5.72,4.15
Temur War Shaman,pfrf,Fate Reforged Promos,legal,0.39,2.25
Damnation,j15,Judge Gift Cards 2015,legal,39.59,29.35
Dualcaster Mage,j15,Judge Gift Cards 2015,not_legal,4.62,3.93
Feldon of the Third Path,j15,Judge Gift Cards 2015,not_legal,11.34,6.50
Ravages of War,j15,Judge Gift Cards 2015,not_legal,105.06,98.19
Rishadan Port,j15,Judge Gift Cards 2015,not_legal,113.83,95.27
Shardless Agent,j15,Judge Gift Cards 2015,not_legal,8.86,8.08
Temporal Manipulation,j15,Judge Gift Cards 2015,not_legal,71.02,51.88
Wasteland,j15,Judge Gift Cards 2015,not_legal,81.26,74.34
Angel of the Dire Hour,c14,Commander 2014,not_legal,3.99,2.87
Black Sun's Zenith,c14,Commander 2014,legal,3.99,3.25
Caged Sun,c14,Commander 2014,legal,5.84,3.45
Comeuppance,c14,Commander 2014,not_legal,4.86,2.13
Containment Priest,c14,Commander 2014,not_legal,20.01,21.71
Crypt Ghast,c14,Commander 2014,legal,3.46,2.50
Cyclonic Rift,c14,Commander 2014,legal,16.06,9.09
Elvish Archdruid,c14,Commander 2014,legal,2.07,2.18
"Emeria, the Sky Ruin",c14,Commander 2014,legal,5.90,5.14
"Ezuri, Renegade Leader",c14,Commander 2014,legal,3.90,3.98
"Freyalise, Llanowar's Fury",c14,Commander 2014,not_legal,8.99,7.99
Ghoulcaller Gisa,c14,Commander 2014,not_legal,17.65,12.91
Grand Abolisher,c14,Commander 2014,legal,5.99,3.49
Grave Titan,c14,Commander 2014,legal,12.64,9.19
Jet Medallion,c14,Commander 2014,not_legal,6.65,4.05
Joraga Warcaller,c14,Commander 2014,legal,3.20,2.68
"Nahiri, the Lithomancer",c14,Commander 2014,not_legal,6.99,5.29
Ob Nixilis of the Black Oath,c14,Commander 2014,not_legal,5.49,4.18
Pearl Medallion,c14,Commander 2014,not_legal,4.54,2.50
Priest of Titania,c14,Commander 2014,not_legal,4.15,2.78
Ruby Medallion,c14,Commander 2014,not_legal,5.99,4.74
Sapphire Medallion,c14,Commander 2014,not_legal,8.34,5.28
Solemn Simulacrum,c14,Commander 2014,legal,4.53,2.43
Song of the Dryads,c14,Commander 2014,not_legal,8.81,4.48
Sun Titan,c14,Commander 2014,legal,2.97,2.18
Sylvan Safekeeper,c14,Commander 2014,not_legal,6.67,4.56
"Teferi, Temporal Archmage",c14,Commander 2014,not_legal,17.10,12.80
Thran Dynamo,c14,Commander 2014,not_legal,4.07,2.95
"Titania, Protector of Argoth",c14,Commander 2014,not_legal,18.60,7.43
Wurmcoil Engine,c14,Commander 2014,legal,19.78,12.89
Bloodstained Mire,ktk,Khans of Tarkir,legal,22.19,16.02
Clever Impersonator,ktk,Khans of Tarkir,legal,4.62,2.56
Flooded Strand,ktk,Khans of Tarkir,legal,17.89,13.10
Hardened Scales,ktk,Khans of Tarkir,legal,4.99,2.73
Polluted Delta,ktk,Khans of Tarkir,legal,17.77,13.98
"Sorin, Solemn Visitor",ktk,Khans of Tarkir,legal,4.90,3.91
Windswept Heath,ktk,Khans of Tarkir,legal,13.43,10.17
Wooded Foothills,ktk,Khans of Tarkir,legal,21.29,15.91
Goblin Bombardment,ddn,Duel Decks: Speed vs. Cunning,not_legal,4.21,2.57
"Krenko, Mob Boss",ddn,Duel Decks: Speed vs. Cunning,legal,2.03,2.27
Armageddon,v14,From the Vault: Annihilation,not_legal,4.11,3.19
Cataclysm,v14,From the Vault: Annihilation,not_legal,3.95,3.31
Fracturing Gust,v14,From the Vault: Annihilation,legal,9.38,5.22
Living Death,v14,From the Vault: Annihilation,not_legal,3.11,2.82
Rolling Earthquake,v14,From the Vault: Annihilation,not_legal,7.60,4.12
Smokestack,v14,From the Vault: Annihilation,not_legal,5.99,2.81
Terminus,v14,From the Vault: Annihilation,legal,4.49,4.48
Wrath of God,v14,From the Vault: Annihilation,legal,7.99,4.70
Ajani Steadfast,m15,Magic 2015,legal,10.99,7.91
Chasm Skulker,m15,Magic 2015,legal,3.93,2.62
Chord of Calling,m15,Magic 2015,legal,7.96,8.36
"Garruk, Apex Predator",m15,Magic 2015,legal,11.14,8.80
Goblin Rabblemaster,m15,Magic 2015,legal,3.62,2.92
"Jace, the Living Guildpact",m15,Magic 2015,legal,2.23,2.02
Liliana Vess,m15,Magic 2015,legal,7.50,4.26
"Nissa, Worldwaker",m15,Magic 2015,legal,4.34,4.27
Obelisk of Urd,m15,Magic 2015,legal,3.42,2.61
"Ob Nixilis, Unshackled",m15,Magic 2015,legal,4.57,2.27
Sliver Hive,m15,Magic 2015,legal,5.99,6.09
Sliver Hivelord,m15,Magic 2015,legal,12.05,8.62
The Chain Veil,m15,Magic 2015,legal,16.87,11.99
"Urborg, Tomb of Yawgmoth",m15,Magic 2015,legal,21.95,13.44
Waste Not,m15,Magic 2015,legal,3.99,3.70
Altar of Dementia,cns,Conspiracy,not_legal,4.99,2.81
Coercive Portal,cns,Conspiracy,not_legal,3.19,3.34
Council's Judgment,cns,Conspiracy,not_legal,16.39,12.39
Dack Fayden,cns,Conspiracy,not_legal,14.99,11.65
Exploration,cns,Conspiracy,not_legal,25.65,14.93
Mirari's Wake,cns,Conspiracy,not_legal,11.02,6.23
"Muzzio, Visionary Architect",cns,Conspiracy,not_legal,3.10,2.11
Pernicious Deed,cns,Conspiracy,not_legal,2.90,3.09
Reflecting Pool,cns,Conspiracy,legal,10.87,7.04
Scourge of the Throne,cns,Conspiracy,not_legal,20.88,14.54
Stifle,cns,Conspiracy,not_legal,3.62,2.92
Vedalken Orrery,cns,Conspiracy,legal,19.33,11.90
City of Brass,md1,Modern Event Deck 2014,legal,6.99,4.79
Dismember,md1,Modern Event Deck 2014,legal,3.59,2.09
"Elspeth, Knight-Errant",md1,Modern Event Deck 2014,legal,13.05,7.11
Inquisition of Kozilek,md1,Modern Event Deck 2014,legal,4.52,4.40
Isolated Chapel,md1,Modern Event Deck 2014,legal,2.95,2.42
Path to Exile,md1,Modern Event Deck 2014,legal,7.28,5.82
Relic of Progenitus,md1,Modern Event Deck 2014,legal,4.37,3.63
Sword of Feast and Famine,md1,Modern Event Deck 2014,legal,33.87,23.07
Vault of the Archangel,md1,Modern Event Deck 2014,legal,2.99,2.92
"Ajani, Mentor of Heroes",jou,Journey into Nyx,legal,12.85,10.08
"Athreos, God of Passage",jou,Journey into Nyx,legal,12.59,11.83
Dictate of Erebos,jou,Journey into Nyx,legal,6.10,5.01
Eidolon of the Great Revel,jou,Journey into Nyx,legal,3.86,5.25
Godsend,jou,Journey into Nyx,legal,6.51,6.02
"Iroas, God of Victory",jou,Journey into Nyx,legal,5.89,3.78
"Keranos, God of Storms",jou,Journey into Nyx,legal,6.54,6.99
"Kruphix, God of Horizons",jou,Journey into Nyx,legal,8.49,4.93
Mana Confluence,jou,Journey into Nyx,legal,8.86,7.51
Sage of Hours,jou,Journey into Nyx,legal,2.25,2.06
Temple of Epiphany,jou,Journey into Nyx,legal,2.26,2.24
Temple of Malady,jou,Journey into Nyx,legal,2.70,2.31
Remand,ddm,Duel Decks: Jace vs. Vraska,legal,6.20,4.39
"Brimaz, King of Oreskos",bng,Born of the Gods,legal,9.26,9.36
Courser of Kruphix,bng,Born of the Gods,legal,3.76,3.46
"Karametra, God of Harvests",bng,Born of the Gods,legal,5.27,3.90
"Kiora, the Crashing Wave",bng,Born of the Gods,legal,2.72,2.55
"Mogis, God of Slaughter",bng,Born of the Gods,legal,5.00,4.42
"Phenax, God of Deception",bng,Born of the Gods,legal,6.35,4.65
Temple of Enlightenment,bng,Born of the Gods,legal,3.37,2.87
Temple of Malice,bng,Born of the Gods,legal,3.14,2.29
"Xenagos, God of Revels",bng,Born of the Gods,legal,9.32,7.36
Force of Will,j14,Judge Gift Cards 2014,not_legal,335.31,255.24
Greater Good,j14,Judge Gift Cards 2014,legal,35.29,22.50
"Hanna, Ship's Navigator",j14,Judge Gift Cards 2014,not_legal,18.82,11.94
"Karador, Ghost Chieftain",j14,Judge Gift Cards 2014,not_legal,19.96,10.62
"Nekusar, the Mindrazer",j14,Judge Gift Cards 2014,not_legal,29.46,14.75
"Oloro, Ageless Ascetic",j14,Judge Gift Cards 2014,not_legal,23.70,13.89
Riku of Two Reflections,j14,Judge Gift Cards 2014,not_legal,23.50,12.41
Sword of Feast and Famine,j14,Judge Gift Cards 2014,legal,85.65,56.17
Avenger of Zendikar,c13,Commander 2013,legal,4.49,3.86
Baleful Strix,c13,Commander 2013,not_legal,3.02,2.61
Boros Charm,c13,Commander 2013,legal,2.30,2.10
Crawlspace,c13,Commander 2013,not_legal,6.80,3.92
Divinity of Pride,c13,Commander 2013,legal,1.99,2.03
Goblin Sharpshooter,c13,Commander 2013,not_legal,3.17,2.67
Homeward Path,c13,Commander 2013,not_legal,5.49,2.93
"Oloro, Ageless Ascetic",c13,Commander 2013,not_legal,4.84,2.02
Ophiomancer,c13,Commander 2013,not_legal,5.88,4.72
Primal Vigor,c13,Commander 2013,not_legal,19.04,10.35
Propaganda,c13,Commander 2013,not_legal,7.99,3.93
Tempt with Discovery,c13,Commander 2013,not_legal,6.15,2.74
Tempt with Vengeance,c13,Commander 2013,not_legal,6.99,3.27
Toxic Deluge,c13,Commander 2013,not_legal,14.64,11.14
True-Name Nemesis,c13,Commander 2013,not_legal,12.26,13.07
Wall of Reverence,c13,Commander 2013,legal,3.67,2.03
Wrath of God,c13,Commander 2013,legal,7.19,3.84
"Ashiok, Nightmare Weaver",ths,Theros,legal,5.84,5.17
"Elspeth, Sun's Champion",ths,Theros,legal,10.44,8.74
"Erebos, God of the Dead",ths,Theros,legal,7.68,5.60
"Heliod, God of the Sun",ths,Theros,legal,4.78,3.24
Master of Waves,ths,Theros,legal,1.82,2.14
"Nykthos, Shrine to Nyx",ths,Theros,legal,9.36,7.16
"Nylea, God of the Hunt",ths,Theros,legal,6.59,4.40
"Purphoros, God of the Forge",ths,Theros,legal,18.50,13.21
Stormbreath Dragon,ths,Theros,legal,5.05,4.78
Sylvan Caryatid,ths,Theros,legal,3.31,2.35
"Thassa, God of the Sea",ths,Theros,legal,12.32,6.38
Thoughtseize,ths,Theros,legal,13.01,13.06
"Xenagos, the Reveler",ths,Theros,legal,4.00,3.38
Sun Titan,ddl,Duel Decks: Heroes vs. Monsters,legal,3.25,2.47
Chainer's Edict,v13,From the Vault: Twenty,not_legal,8.75,4.99
Fyndhorn Elves,v13,From the Vault: Twenty,not_legal,5.99,4.45
Gilded Lotus,v13,From the Vault: Twenty,legal,8.99,4.37
Green Sun's Zenith,v13,From the Vault: Twenty,banned,8.49,5.60
"Jace, the Mind Sculptor",v13,From the Vault: Twenty,legal,76.39,76.26
Kessig Wolf Run,v13,From the Vault: Twenty,legal,4.49,2.69
Swords to Plowshares,v13,From the Vault: Twenty,not_legal,2.94,2.31
Tangle Wire,v13,From the Vault: Twenty,not_legal,4.49,2.65
Thran Dynamo,v13,From the Vault: Twenty,not_legal,5.54,3.55
"Venser, Shaper Savant",v13,From the Vault: Twenty,legal,4.34,3.67
"Ajani, Caller of the Pride",m14,Magic 2014,legal,5.49,4.31
Archangel of Thune,m14,Magic 2014,legal,12.23,11.60
Darksteel Forge,m14,Magic 2014,legal,14.08,6.13
Door of Destinies,m14,Magic 2014,legal,4.98,2.95
Galerider Sliver,m14,Magic 2014,legal,4.78,4.89
"Garruk, Caller of Beasts",m14,Magic 2014,legal,6.05,4.73
"Jace, Memory Adept",m14,Magic 2014,legal,4.92,3.46
Kalonian Hydra,m14,Magic 2014,legal,5.16,4.51
Liliana of the Dark Realms,m14,Magic 2014,legal,8.41,6.55
Mutavault,m14,Magic 2014,legal,9.99,8.47
Primeval Bounty,m14,Magic 2014,legal,4.95,3.54
Rise of the Dark Realms,m14,Magic 2014,legal,12.53,11.16
Scavenging Ooze,m14,Magic 2014,legal,3.13,3.00
Shadowborn Apostle,m14,Magic 2014,legal,3.72,2.57
Strionic Resonator,m14,Magic 2014,legal,2.16,2.04
Academy Ruins,mma,Modern Masters,legal,23.18,14.31
Aether Vial,mma,Modern Masters,legal,34.13,24.84
Angel's Grace,mma,Modern Masters,legal,5.55,3.84
Arcbound Ravager,mma,Modern Masters,legal,43.28,32.41
Blinkmoth Nexus,mma,Modern Masters,legal,5.59,4.46
Blood Moon,mma,Modern Masters,legal,19.62,19.60
Bridge from Below,mma,Modern Masters,legal,22.99,12.49
Chalice of the Void,mma,Modern Masters,legal,44.62,36.96
City of Brass,mma,Modern Masters,legal,8.83,5.87
Cryptic Command,mma,Modern Masters,legal,24.33,20.32
Dark Confidant,mma,Modern Masters,legal,53.65,46.61
Divinity of Pride,mma,Modern Masters,legal,1.99,2.41
Doubling Season,mma,Modern Masters,legal,44.51,27.47
"Elspeth, Knight-Errant",mma,Modern Masters,legal,11.99,8.21
Engineered Explosives,mma,Modern Masters,legal,87.97,54.37
Eternal Witness,mma,Modern Masters,legal,6.40,3.88
Ethersworn Canonist,mma,Modern Masters,legal,8.99,6.89
Extirpate,mma,Modern Masters,legal,5.99,3.19
Gifts Ungiven,mma,Modern Masters,legal,4.99,4.26
Glen Elendra Archmage,mma,Modern Masters,legal,21.99,12.71
Glimmervoid,mma,Modern Masters,legal,11.99,9.23
Grand Arbiter Augustin IV,mma,Modern Masters,legal,8.99,4.97
Greater Gargadon,mma,Modern Masters,legal,3.79,3.12
"Kataki, War's Wage",mma,Modern Masters,legal,4.49,2.48
"Keiga, the Tide Star",mma,Modern Masters,legal,1.99,2.85
"Kiki-Jiki, Mirror Breaker",mma,Modern Masters,legal,8.67,6.87
"Kira, Great Glass-Spinner",mma,Modern Masters,legal,14.53,11.81
Kitchen Finks,mma,Modern Masters,legal,6.99,6.27
Knight of the Reliquary,mma,Modern Masters,legal,3.95,4.13
"Kokusho, the Evening Star",mma,Modern Masters,legal,6.99,6.33
Lava Spike,mma,Modern Masters,legal,4.74,2.92
Life from the Loam,mma,Modern Masters,legal,17.14,12.53
Lotus Bloom,mma,Modern Masters,legal,6.73,5.87
Maelstrom Pulse,mma,Modern Masters,legal,21.58,15.62
Manamorphose,mma,Modern Masters,legal,9.59,7.81
Mind Funeral,mma,Modern Masters,legal,3.99,2.73
"Oona, Queen of the Fae",mma,Modern Masters,legal,4.99,2.37
Pact of Negation,mma,Modern Masters,legal,10.22,9.25
Path to Exile,mma,Modern Masters,legal,6.99,5.88
Progenitus,mma,Modern Masters,legal,6.99,5.41
Relic of Progenitus,mma,Modern Masters,legal,4.05,3.73
Sarkhan Vol,mma,Modern Masters,legal,9.29,7.36
Scion of Oona,mma,Modern Masters,legal,2.91,2.25
Slaughter Pact,mma,Modern Masters,legal,2.87,2.73
Spell Snare,mma,Modern Masters,legal,1.29,2.16
"Squee, Goblin Nabob",mma,Modern Masters,legal,4.17,2.80
Stonehewer Giant,mma,Modern Masters,legal,6.99,3.83
Street Wraith,mma,Modern Masters,legal,1.99,2.68
Summoner's Pact,mma,Modern Masters,legal,5.49,6.77
Sword of Fire and Ice,mma,Modern Masters,legal,57.91,39.45
Sword of Light and Shadow,mma,Modern Masters,legal,30.97,22.48
Tarmogoyf,mma,Modern Masters,legal,64.21,60.72
Tooth and Nail,mma,Modern Masters,legal,16.46,10.90
Vedalken Shackles,mma,Modern Masters,legal,8.90,7.96
Vendilion Clique,mma,Modern Masters,legal,19.99,18.41
Woodfall Primus,mma,Modern Masters,legal,8.49,7.09
"Yosei, the Morning Star",mma,Modern Masters,legal,1.99,2.18
Deadbridge Chant,dgm,Dragon's Maze,legal,2.94,2.11
Master of Cruelties,dgm,Dragon's Maze,legal,7.08,5.54
Ral Zarek,dgm,Dragon's Maze,legal,7.25,5.15
Voice of Resurgence,dgm,Dragon's Maze,legal,10.20,10.73
"Sorin, Lord of Innistrad",ddk,Duel Decks: Sorin vs. Tibalt,legal,6.99,7.18
Wall of Omens,ddk,Duel Decks: Sorin vs. Tibalt,legal,2.28,2.09
"Aurelia, the Warleader",gtc,Gatecrash,legal,6.09,3.69
Breeding Pool,gtc,Gatecrash,legal,11.16,9.02
Crypt Ghast,gtc,Gatecrash,legal,3.26,2.33
Domri Rade,gtc,Gatecrash,legal,3.56,2.94
"Gideon, Champion of Justice",gtc,Gatecrash,legal,2.68,2.27
Godless Shrine,gtc,Gatecrash,legal,9.74,7.57
Hellkite Tyrant,gtc,Gatecrash,legal,6.49,4.00
Illusionist's Bracers,gtc,Gatecrash,legal,2.49,2.38
"Lazav, Dimir Mastermind",gtc,Gatecrash,legal,2.81,2.16
Legion Loyalist,gtc,Gatecrash,legal,7.43,6.94
Lord of the Void,gtc,Gatecrash,legal,4.57,3.90
Sacred Foundry,gtc,Gatecrash,legal,12.75,8.98
Stomping Ground,gtc,Gatecrash,legal,13.82,10.04
Thespian's Stage,gtc,Gatecrash,legal,3.49,3.45
Watery Grave,gtc,Gatecrash,legal,13.32,9.04
Bribery,j13,Judge Gift Cards 2013,legal,32.30,22.38
Crucible of Worlds,j13,Judge Gift Cards 2013,legal,97.67,64.79
Genesis,j13,Judge Gift Cards 2013,not_legal,7.77,6.07
Imperial Recruiter,j13,Judge Gift Cards 2013,not_legal,102.99,70.29
Overwhelming Forces,j13,Judge Gift Cards 2013,not_legal,13.37,11.26
Show and Tell,j13,Judge Gift Cards 2013,not_legal,39.36,29.78
Swords to Plowshares,j13,Judge Gift Cards 2013,not_legal,37.79,25.57
Vindicate,j13,Judge Gift Cards 2013,not_legal,10.51,10.45
Chaos Warp,cm1,Commander's Arsenal,not_legal,12.27,6.66
Command Tower,cm1,Commander's Arsenal,not_legal,65.07,34.38
Decree of Pain,cm1,Commander's Arsenal,not_legal,4.49,4.10
Desertion,cm1,Commander's Arsenal,not_legal,3.49,2.62
"Diaochan, Artful Beauty",cm1,Commander's Arsenal,not_legal,6.99,4.27
Duplicant,cm1,Commander's Arsenal,legal,3.89,3.17
"Edric, Spymaster of Trest",cm1,Commander's Arsenal,not_legal,4.60,3.37
Kaalia of the Vast,cm1,Commander's Arsenal,not_legal,19.99,16.93
Loyal Retainers,cm1,Commander's Arsenal,not_legal,19.28,18.42
Maelstrom Wanderer,cm1,Commander's Arsenal,not_legal,13.06,11.64
Mind's Eye,cm1,Commander's Arsenal,legal,13.99,9.04
Mirari's Wake,cm1,Commander's Arsenal,not_legal,16.28,10.43
Rhystic Study,cm1,Commander's Arsenal,not_legal,39.99,27.31
Scroll Rack,cm1,Commander's Arsenal,not_legal,52.27,29.17
Sylvan Library,cm1,Commander's Arsenal,not_legal,35.11,24.77
The Mimeoplasm,cm1,Commander's Arsenal,not_legal,9.99,6.91
Vela the Night-Clad,cm1,Commander's Arsenal,not_legal,4.99,3.58
Abrupt Decay,rtr,Return to Ravnica,legal,3.55,3.56
Blood Crypt,rtr,Return to Ravnica,legal,9.90,7.80
Chromatic Lantern,rtr,Return to Ravnica,legal,9.99,6.17
Cyclonic Rift,rtr,Return to Ravnica,legal,13.82,9.25
Deathrite Shaman,rtr,Return to Ravnica,banned,3.29,2.52
Dreadbore,rtr,Return to Ravnica,legal,2.91,2.45
Hallowed Fountain,rtr,Return to Ravnica,legal,7.03,5.96
"Jace, Architect of Thought",rtr,Return to Ravnica,legal,2.18,2.04
Overgrown Tomb,rtr,Return to Ravnica,legal,8.41,5.87
Rest in Peace,rtr,Return to Ravnica,legal,5.50,5.42
Sphinx's Revelation,rtr,Return to Ravnica,legal,3.20,2.81
Steam Vents,rtr,Return to Ravnica,legal,13.48,8.42
Supreme Verdict,rtr,Return to Ravnica,legal,4.30,3.51
Temple Garden,rtr,Return to Ravnica,legal,8.12,6.42
"Trostani, Selesnya's Voice",rtr,Return to Ravnica,legal,3.13,2.36
Vraska the Unseen,rtr,Return to Ravnica,legal,3.17,3.04
Worldspine Wurm,rtr,Return to Ravnica,legal,6.07,4.87
Eternal Witness,ddj,Duel Decks: Izzet vs. Golgari,legal,6.51,3.71
Golgari Thug,ddj,Duel Decks: Izzet vs. Golgari,legal,4.37,3.38
Isochron Scepter,ddj,Duel Decks: Izzet vs. Golgari,legal,5.04,2.09
Life from the Loam,ddj,Duel Decks: Izzet vs. Golgari,legal,16.22,11.78
Sadistic Hypnotist,ddj,Duel Decks: Izzet vs. Golgari,not_legal,2.79,2.50
Ancient Tomb,v12,From the Vault: Realms,not_legal,47.99,32.06
"Boseiju, Who Shelters All",v12,From the Vault: Realms,legal,17.34,9.30
Dryad Arbor,v12,From the Vault: Realms,legal,23.96,13.21
Forbidden Orchard,v12,From the Vault: Realms,legal,6.99,3.57
Glacial Chasm,v12,From the Vault: Realms,not_legal,8.95,5.10
Grove of the Burnwillows,v12,From the Vault: Realms,legal,19.91,16.38
Maze of Ith,v12,From the Vault: Realms,not_legal,13.99,9.81
"Urborg, Tomb of Yawgmoth",v12,From the Vault: Realms,legal,28.33,17.40
Vesuva,v12,From the Vault: Realms,legal,17.72,8.81
"Ajani, Caller of the Pride",m13,Magic 2013,legal,5.26,4.44
Akroma's Memorial,m13,Magic 2013,legal,20.04,8.09
Boundless Realms,m13,Magic 2013,legal,3.74,3.26
"Chandra, the Firebrand",m13,Magic 2013,legal,1.99,2.07
Dragonskull Summit,m13,Magic 2013,legal,3.26,2.08
Drowned Catacomb,m13,Magic 2013,legal,4.49,3.03
Elvish Archdruid,m13,Magic 2013,legal,2.14,2.06
"Garruk, Primal Hunter",m13,Magic 2013,legal,5.95,5.19
Gilded Lotus,m13,Magic 2013,legal,2.74,2.17
Glacial Fortress,m13,Magic 2013,legal,4.76,2.65
"Jace, Memory Adept",m13,Magic 2013,legal,5.00,3.83
"Krenko, Mob Boss",m13,Magic 2013,legal,2.40,2.31
Liliana of the Dark Realms,m13,Magic 2013,legal,8.55,6.73
Master of the Pearl Trident,m13,Magic 2013,legal,3.85,4.63
"Nicol Bolas, Planeswalker",m13,Magic 2013,legal,4.80,3.53
Omniscience,m13,Magic 2013,legal,7.99,6.01
Primordial Hydra,m13,Magic 2013,legal,6.89,5.71
Rhox Faithmender,m13,Magic 2013,legal,4.79,2.87
Slumbering Dragon,m13,Magic 2013,legal,1.99,2.60
Sublime Archangel,m13,Magic 2013,legal,7.53,6.35
Thundermaw Hellkite,m13,Magic 2013,legal,3.92,4.17
Vampire Nocturnus,m13,Magic 2013,legal,7.43,5.48
Awakening Zone,pc2,Planechase 2012,legal,2.96,2.64
Baleful Strix,pc2,Planechase 2012,not_legal,3.08,3.03
Bloodbraid Elf,pc2,Planechase 2012,legal,5.99,4.75
Ghostly Prison,pc2,Planechase 2012,legal,4.36,2.22
"Ink-Eyes, Servant of Oni",pc2,Planechase 2012,legal,5.90,2.09
Kor Spiritdancer,pc2,Planechase 2012,legal,3.49,3.81
Maelstrom Wanderer,pc2,Planechase 2012,not_legal,6.91,5.23
Shardless Agent,pc2,Planechase 2012,not_legal,1.40,2.31
Silent-Blade Oni,pc2,Planechase 2012,not_legal,3.49,2.56
Alchemist's Refuge,avr,Avacyn Restored,legal,2.75,2.19
Angel of Jubilation,avr,Avacyn Restored,legal,3.96,2.72
"Avacyn, Angel of Hope",avr,Avacyn Restored,legal,19.74,13.45
Bonfire of the Damned,avr,Avacyn Restored,legal,2.99,2.80
Cavern of Souls,avr,Avacyn Restored,legal,70.28,66.68
Descendants' Path,avr,Avacyn Restored,legal,3.49,3.03
Entreat the Angels,avr,Avacyn Restored,legal,2.99,3.99
Exquisite Blood,avr,Avacyn Restored,legal,16.99,12.07
"Gisela, Blade of Goldnight",avr,Avacyn Restored,legal,4.45,3.81
